Laissez-faire;t;Ns;Ni;a_t;;Optimal-policy;t;Ns;Ni;a_t
;390;0,434837;0,00300323;0,847833;;;390;0,972649;0,000695502;0,575464
;391;0,434422;0,00298995;0,848258;;;391;0,972549;0,000695352;0,575482
;392;0,434009;0,00297676;0,848681;;;392;0,97245;0,000695198;0,5755
;393;0,433598;0,00296364;0,849103;;;393;0,972351;0,000695041;0,575519
;394;0,433189;0,00295059;0,849523;;;394;0,972252;0,00069488;0,575538
;395;0,432781;0,00293763;0,849943;;;395;0,972153;0,000694716;0,575556
;396;0,432375;0,00292473;0,850361;;;396;0,972054;0,000694548;0,575575
;397;0,431971;0,00291192;0,850778;;;397;0,971955;0,000694376;0,575594
;398;0,431569;0,00289918;0,851194;;;398;0,971856;0,000694201;0,575613
;399;0,431168;0,00288651;0,851608;;;399;0,971757;0,000694023;0,575633
;400;0,430769;0,00287391;0,852021;;;400;0,971658;0,000693841;0,575652
;401;0,430372;0,00286139;0,852433;;;401;0,971559;0,000693656;0,575672
;402;0,429977;0,00284894;0,852844;;;402;0,97146;0,000693467;0,575691
;403;0,429583;0,00283656;0,853253;;;403;0,971361;0,000693276;0,575711
;404;0,429191;0,00282425;0,853662;;;404;0,971262;0,000693081;0,575731
;405;0,428801;0,00281201;0,854069;;;405;0,971164;0,000692883;0,575751
;406;0,428412;0,00279984;0,854475;;;406;0,971065;0,000692682;0,575771
;407;0,428025;0,00278775;0,854879;;;407;0,970966;0,000692477;0,575791
;408;0,42764;0,00277572;0,855283;;;408;0,970867;0,00069227;0,575811
;409;0,427256;0,00276375;0,855685;;;409;0,970769;0,00069206;0,575832
;410;0,426874;0,00275186;0,856086;;;410;0,97067;0,000691846;0,575852
;411;0,426494;0,00274003;0,856486;;;411;0,970571;0,00069163;0,575873
;412;0,426115;0,00272827;0,856885;;;412;0,970473;0,000691411;0,575894
;413;0,425737;0,00271658;0,857282;;;413;0,970374;0,000691189;0,575914
;414;0,425362;0,00270495;0,857679;;;414;0,970276;0,000690965;0,575935
;415;0,424988;0,00269339;0,858074;;;415;0,970177;0,000690737;0,575956
;416;0,424615;0,0026819;0,858468;;;416;0,970079;0,000690507;0,575978
;417;0,424244;0,00267046;0,858861;;;417;0,969981;0,000690275;0,575999
;418;0,423875;0,00265909;0,859253;;;418;0,969882;0,000690039;0,57602
;419;0,423507;0,00264779;0,859643;;;419;0,969784;0,000689801;0,576042
;420;0,423141;0,00263655;0,860033;;;420;0,969686;0,000689561;0,576063
;421;0,422777;0,00262537;0,860421;;;421;0,969587;0,000689318;0,576085
;422;0,422413;0,00261425;0,860808;;;422;0,969489;0,000689072;0,576106
;423;0,422052;0,00260319;0,861194;;;423;0,969391;0,000688824;0,576128
;424;0,421692;0,0025922;0,861579;;;424;0,969293;0,000688574;0,57615
;425;0,421333;0,00258126;0,861963;;;425;0,969195;0,000688321;0,576172
;426;0,420976;0,00257039;0,862345;;;426;0,969097;0,000688066;0,576194
;427;0,42062;0,00255958;0,862727;;;427;0,968999;0,000687808;0,576216
;428;0,420266;0,00254882;0,863107;;;428;0,968901;0,000687548;0,576238
;429;0,419914;0,00253813;0,863487;;;429;0,968803;0,000687286;0,57626
;430;0,419562;0,00252749;0,863865;;;430;0,968705;0,000687022;0,576283
;431;0,419213;0,00251691;0,864242;;;431;0,968607;0,000686756;0,576305
;432;0,418864;0,00250639;0,864618;;;432;0,968509;0,000686487;0,576328
;433;0,418518;0,00249593;0,864992;;;433;0,968411;0,000686217;0,57635
;434;0,418172;0,00248552;0,865366;;;434;0,968314;0,000685944;0,576373
;435;0,417828;0,00247517;0,865739;;;435;0,968216;0,000685669;0,576396
;436;0,417486;0,00246487;0,86611;;;436;0,968118;0,000685393;0,576419
;437;0,417144;0,00245463;0,866481;;;437;0,968021;0,000685114;0,576442
;438;0,416805;0,00244445;0,86685;;;438;0,967923;0,000684833;0,576465
;439;0,416466;0,00243432;0,867219;;;439;0,967826;0,00068455;0,576488
;440;0,416129;0,00242425;0,867586;;;440;0,967728;0,000684266;0,576511
;441;0,415794;0,00241423;0,867952;;;441;0,967631;0,000683979;0,576534
;442;0,41546;0,00240426;0,868317;;;442;0,967533;0,000683691;0,576557
;443;0,415127;0,00239435;0,868681;;;443;0,967436;0,000683401;0,576581
;444;0,414795;0,00238449;0,869044;;;444;0,967339;0,000683109;0,576604
;445;0,414465;0,00237468;0,869406;;;445;0,967241;0,000682816;0,576627
;446;0,414136;0,00236493;0,869767;;;446;0,967144;0,00068252;0,576651
;447;0,413809;0,00235523;0,870127;;;447;0,967047;0,000682223;0,576674
;448;0,413483;0,00234558;0,870485;;;448;0,96695;0,000681925;0,576698
;449;0,413158;0,00233598;0,870843;;;449;0,966853;0,000681624;0,576722
;450;0,412834;0,00232643;0,8712;;;450;0,966756;0,000681322;0,576746
;451;0,412512;0,00231693;0,871555;;;451;0,966659;0,000681019;0,576769
;452;0,412191;0,00230748;0,87191;;;452;0,966562;0,000680714;0,576793
;453;0,411872;0,00229808;0,872263;;;453;0,966465;0,000680407;0,576817
;454;0,411554;0,00228873;0,872616;;;454;0,966368;0,000680099;0,576841
;455;0,411237;0,00227943;0,872967;;;455;0,966271;0,000679789;0,576865
;456;0,410921;0,00227018;0,873318;;;456;0,966174;0,000679478;0,57689
;457;0,410606;0,00226098;0,873667;;;457;0,966077;0,000679166;0,576914
;458;0,410293;0,00225182;0,874016;;;458;0,965981;0,000678852;0,576938
;459;0,409981;0,00224272;0,874363;;;459;0,965884;0,000678536;0,576962
;460;0,409671;0,00223366;0,87471;;;460;0,965788;0,000678219;0,576987
;461;0,409361;0,00222464;0,875055;;;461;0,965691;0,000677901;0,577011
;462;0,409053;0,00221568;0,8754;;;462;0,965594;0,000677582;0,577036
;463;0,408746;0,00220676;0,875743;;;463;0,965498;0,000677261;0,57706
;464;0,40844;0,00219789;0,876086;;;464;0,965402;0,000676939;0,577085
;465;0,408136;0,00218906;0,876427;;;465;0,965305;0,000676616;0,577109
;466;0,407832;0,00218028;0,876768;;;466;0,965209;0,000676291;0,577134
;467;0,40753;0,00217154;0,877107;;;467;0,965113;0,000675966;0,577159
;468;0,407229;0,00216285;0,877445;;;468;0,965016;0,000675639;0,577183
;469;0,40693;0,0021542;0,877783;;;469;0,96492;0,000675311;0,577208
;470;0,406631;0,0021456;0,87812;;;470;0,964824;0,000674982;0,577233
;471;0,406334;0,00213704;0,878455;;;471;0,964728;0,000674651;0,577258
;472;0,406038;0,00212853;0,87879;;;472;0,964632;0,00067432;0,577283
;473;0,405743;0,00212006;0,879123;;;473;0,964536;0,000673987;0,577308
;474;0,405449;0,00211163;0,879456;;;474;0,96444;0,000673654;0,577333
;475;0,405156;0,00210325;0,879788;;;475;0,964344;0,000673319;0,577358
;476;0,404865;0,0020949;0,880119;;;476;0,964248;0,000672983;0,577383
;477;0,404574;0,0020866;0,880448;;;477;0,964153;0,000672647;0,577408
;478;0,404285;0,00207835;0,880777;;;478;0,964057;0,000672309;0,577433
;479;0,403997;0,00207013;0,881105;;;479;0,963961;0,00067197;0,577459
;480;0,40371;0,00206196;0,881432;;;480;0,963866;0,000671631;0,577484
;481;0,403424;0,00205382;0,881758;;;481;0,96377;0,00067129;0,577509
;482;0,403139;0,00204573;0,882083;;;482;0,963675;0,000670949;0,577535
;483;0,402856;0,00203768;0,882407;;;483;0,963579;0,000670606;0,57756
;484;0,402573;0,00202967;0,882731;;;484;0,963484;0,000670263;0,577585
;485;0,402292;0,0020217;0,883053;;;485;0,963388;0,000669919;0,577611
;486;0,402011;0,00201377;0,883374;;;486;0,963293;0,000669574;0,577636
;487;0,401732;0,00200587;0,883695;;;487;0,963198;0,000669228;0,577662
;488;0,401454;0,00199802;0,884014;;;488;0,963102;0,000668882;0,577687
;489;0,401177;0,00199021;0,884333;;;489;0,963007;0,000668534;0,577713
;490;0,400901;0,00198244;0,884651;;;490;0,962912;0,000668186;0,577739
;491;0,400626;0,0019747;0,884967;;;491;0,962817;0,000667837;0,577764
;492;0,400352;0,001967;0,885283;;;492;0,962722;0,000667488;0,57779
;493;0,400079;0,00195934;0,885598;;;493;0,962627;0,000667137;0,577816
;494;0,399808;0,00195172;0,885912;;;494;0,962532;0,000666786;0,577842
;495;0,399537;0,00194414;0,886226;;;495;0,962437;0,000666434;0,577867
;496;0,399267;0,00193659;0,886538;;;496;0,962342;0,000666082;0,577893
;497;0,398999;0,00192909;0,886849;;;497;0,962248;0,000665729;0,577919
;498;0,398731;0,00192161;0,88716;;;498;0,962153;0,000665375;0,577945
;499;0,398465;0,00191418;0,887469;;;499;0,962058;0,00066502;0,577971
;500;0,398199;0,00190678;0,887778;;;500;0,961964;0,000664665;0,577997
;501;0,397935;0,00189942;0,888086;;;501;0,961869;0,00066431;0,578023
;502;0,397671;0,00189209;0,888393;;;502;0,961774;0,000663953;0,578049
;503;0,397409;0,0018848;0,888699;;;503;0,96168;0,000663596;0,578075
;504;0,397147;0,00187755;0,889004;;;504;0,961586;0,000663239;0,578101
;505;0,396887;0,00187033;0,889308;;;505;0,961491;0,000662881;0,578127
;506;0,396627;0,00186314;0,889612;;;506;0,961397;0,000662522;0,578153
;507;0,396369;0,00185599;0,889914;;;507;0,961303;0,000662163;0,578179
;508;0,396111;0,00184888;0,890216;;;508;0,961208;0,000661804;0,578206
;509;0,395855;0,0018418;0,890517;;;509;0,961114;0,000661443;0,578232
;510;0,395599;0,00183475;0,890817;;;510;0,96102;0,000661083;0,578258
;511;0,395344;0,00182774;0,891116;;;511;0,960926;0,000660722;0,578284
;512;0,395091;0,00182076;0,891414;;;512;0,960832;0,00066036;0,57831
;513;0,394838;0,00181382;0,891712;;;513;0,960738;0,000659998;0,578337
;514;0,394586;0,0018069;0,892009;;;514;0,960644;0,000659636;0,578363
;515;0,394336;0,00180003;0,892304;;;515;0,96055;0,000659273;0,578389
;516;0,394086;0,00179318;0,892599;;;516;0,960457;0,00065891;0,578416
;517;0,393837;0,00178637;0,892893;;;517;0,960363;0,000658546;0,578442
;518;0,393589;0,00177959;0,893186;;;518;0,960269;0,000658182;0,578469
;519;0,393342;0,00177284;0,893479;;;519;0,960176;0,000657817;0,578495
;520;0,393096;0,00176612;0,89377;;;520;0,960082;0,000657453;0,578521
;521;0,392851;0,00175944;0,894061;;;521;0,959988;0,000657087;0,578548
;522;0,392607;0,00175279;0,894351;;;522;0,959895;0,000656722;0,578574
;523;0,392363;0,00174617;0,89464;;;523;0,959802;0,000656356;0,578601
;524;0,392121;0,00173958;0,894928;;;524;0,959708;0,00065599;0,578627
;525;0,391879;0,00173302;0,895216;;;525;0,959615;0,000655623;0,578654
;526;0,391639;0,0017265;0,895503;;;526;0,959522;0,000655256;0,57868
;527;0,391399;0,00172;0,895788;;;527;0,959428;0,000654889;0,578707
;528;0,39116;0,00171354;0,896073;;;528;0,959335;0,000654522;0,578734
;529;0,390923;0,0017071;0,896358;;;529;0,959242;0,000654154;0,57876
;530;0,390686;0,0017007;0,896641;;;530;0,959149;0,000653786;0,578787
;531;0,390449;0,00169432;0,896924;;;531;0,959056;0,000653418;0,578813
;532;0,390214;0,00168798;0,897205;;;532;0,958963;0,00065305;0,57884
;533;0,38998;0,00168166;0,897486;;;533;0,95887;0,000652681;0,578867
;534;0,389746;0,00167538;0,897766;;;534;0,958777;0,000652312;0,578893
;535;0,389514;0,00166912;0,898046;;;535;0,958685;0,000651943;0,57892
;536;0,389282;0,0016629;0,898324;;;536;0,958592;0,000651573;0,578947
;537;0,389051;0,0016567;0,898602;;;537;0,958499;0,000651204;0,578974
;538;0,388821;0,00165053;0,898879;;;538;0,958406;0,000650834;0,579
;539;0,388592;0,00164439;0,899156;;;539;0,958314;0,000650464;0,579027
;540;0,388363;0,00163828;0,899431;;;540;0,958221;0,000650094;0,579054
;541;0,388136;0,0016322;0,899706;;;541;0,958129;0,000649724;0,579081
;542;0,387909;0,00162614;0,89998;;;542;0,958036;0,000649353;0,579107
;543;0,387683;0,00162011;0,900253;;;543;0,957944;0,000648983;0,579134
;544;0,387458;0,00161411;0,900525;;;544;0,957852;0,000648612;0,579161
;545;0,387234;0,00160814;0,900797;;;545;0,95776;0,000648241;0,579188
;546;0,387011;0,0016022;0,901067;;;546;0,957667;0,00064787;0,579215
;547;0,386788;0,00159628;0,901338;;;547;0,957575;0,000647499;0,579241
;548;0,386566;0,00159039;0,901607;;;548;0,957483;0,000647128;0,579268
;549;0,386345;0,00158453;0,901875;;;549;0,957391;0,000646756;0,579295
;550;0,386125;0,00157869;0,902143;;;550;0,957299;0,000646385;0,579322
;551;0,385906;0,00157289;0,90241;;;551;0,957207;0,000646013;0,579349
;552;0,385688;0,0015671;0,902676;;;552;0,957115;0,000645642;0,579376
;553;0,38547;0,00156135;0,902942;;;553;0,957023;0,00064527;0,579403
;554;0,385253;0,00155562;0,903207;;;554;0,956932;0,000644898;0,57943
;555;0,385037;0,00154991;0,903471;;;555;0,95684;0,000644527;0,579457
;556;0,384821;0,00154424;0,903734;;;556;0,956748;0,000644155;0,579483
;557;0,384607;0,00153858;0,903996;;;557;0,956657;0,000643783;0,57951
;558;0,384393;0,00153296;0,904258;;;558;0,956565;0,000643411;0,579537
;559;0,38418;0,00152736;0,904519;;;559;0,956473;0,000643039;0,579564
;560;0,383968;0,00152178;0,90478;;;560;0,956382;0,000642667;0,579591
;561;0,383757;0,00151623;0,905039;;;561;0,956291;0,000642295;0,579618
;562;0,383546;0,00151071;0,905298;;;562;0,956199;0,000641923;0,579645
;563;0,383336;0,00150521;0,905556;;;563;0,956108;0,000641551;0,579672
;564;0,383127;0,00149973;0,905814;;;564;0,956017;0,000641179;0,579699
;565;0,382918;0,00149428;0,90607;;;565;0,955925;0,000640807;0,579726
;566;0,382711;0,00148885;0,906326;;;566;0,955834;0,000640435;0,579753
;567;0,382504;0,00148345;0,906581;;;567;0,955743;0,000640063;0,57978
;568;0,382298;0,00147807;0,906836;;;568;0,955652;0,000639691;0,579807
;569;0,382092;0,00147272;0,90709;;;569;0,955561;0,000639319;0,579834
;570;0,381888;0,00146739;0,907343;;;570;0,95547;0,000638947;0,579861
;571;0,381684;0,00146208;0,907595;;;571;0,955379;0,000638575;0,579888
;572;0,38148;0,0014568;0,907847;;;572;0,955289;0,000638204;0,579915
;573;0,381278;0,00145154;0,908098;;;573;0,955198;0,000637832;0,579942
;574;0,381076;0,0014463;0,908348;;;574;0,955107;0,00063746;0,579969
;575;0,380875;0,00144109;0,908598;;;575;0,955016;0,000637089;0,579996
;576;0,380675;0,0014359;0,908846;;;576;0,954926;0,000636717;0,580024
;577;0,380475;0,00143074;0,909095;;;577;0,954835;0,000636345;0,580051
;578;0,380276;0,00142559;0,909342;;;578;0,954745;0,000635974;0,580078
;579;0,380078;0,00142047;0,909589;;;579;0,954654;0,000635603;0,580105
;580;0,379881;0,00141537;0,909835;;;580;0,954564;0,000635232;0,580132
;581;0,379684;0,0014103;0,91008;;;581;0,954474;0,00063486;0,580159
;582;0,379488;0,00140524;0,910325;;;582;0,954383;0,000634489;0,580186
;583;0,379293;0,00140021;0,910569;;;583;0,954293;0,000634118;0,580213
;584;0,379098;0,0013952;0,910812;;;584;0,954203;0,000633748;0,58024
;585;0,378904;0,00139022;0,911055;;;585;0,954113;0,000633377;0,580267
;586;0,378711;0,00138525;0,911297;;;586;0,954023;0,000633006;0,580294
;587;0,378518;0,00138031;0,911538;;;587;0,953933;0,000632636;0,580321
;588;0,378326;0,00137539;0,911779;;;588;0,953843;0,000632265;0,580348
;589;0,378135;0,00137049;0,912018;;;589;0,953753;0,000631895;0,580375
;590;0,377944;0,00136561;0,912258;;;590;0,953663;0,000631525;0,580403
;591;0,377754;0,00136075;0,912496;;;591;0,953573;0,000631155;0,58043
;592;0,377565;0,00135591;0,912734;;;592;0,953483;0,000630785;0,580457
;593;0,377377;0,0013511;0,912971;;;593;0,953393;0,000630416;0,580484
;594;0,377189;0,0013463;0,913208;;;594;0,953304;0,000630046;0,580511
;595;0,377002;0,00134153;0,913444;;;595;0,953214;0,000629677;0,580538
;596;0,376815;0,00133677;0,913679;;;596;0,953125;0,000629308;0,580565
;597;0,376629;0,00133204;0,913914;;;597;0,953035;0,000628939;0,580592
;598;0,376444;0,00132733;0,914148;;;598;0,952946;0,00062857;0,580619
;599;0,376259;0,00132264;0,914381;;;599;0,952856;0,000628201;0,580646
;600;0,376075;0,00131797;0,914614;;;600;0,952767;0,000627833;0,580673
;601;0,375892;0,00131331;0,914846;;;601;0,952678;0,000627464;0,580701
;602;0,375709;0,00130868;0,915077;;;602;0,952588;0,000627096;0,580728
;603;0,375527;0,00130407;0,915308;;;603;0,952499;0,000626728;0,580755
;604;0,375346;0,00129948;0,915538;;;604;0,95241;0,00062636;0,580782
;605;0,375165;0,00129491;0,915767;;;605;0,952321;0,000625993;0,580809
;606;0,374985;0,00129035;0,915996;;;606;0,952232;0,000625625;0,580836
;607;0,374806;0,00128582;0,916224;;;607;0,952143;0,000625258;0,580863
;608;0,374637;0,00128157;0,916438;;;608;0,952054;0,000624891;0,58089
;609;0,374459;0,00127708;0,916665;;;609;0,951965;0,000624524;0,580917
;610;0,374282;0,0012726;0,916891;;;610;0,951876;0,000624158;0,580944
;611;0,374105;0,00126815;0,917117;;;611;0,951788;0,000623792;0,580971
;612;0,373928;0,00126371;0,917342;;;612;0,951699;0,000623425;0,580999
;613;0,373752;0,00125929;0,917566;;;613;0,95161;0,000623059;0,581026
;614;0,373577;0,00125489;0,91779;;;614;0,951522;0,000622694;0,581053
;615;0,373403;0,0012505;0,918013;;;615;0,951433;0,000622328;0,58108
;616;0,373229;0,00124614;0,918236;;;616;0,951344;0,000621963;0,581107
;617;0,373055;0,00124179;0,918457;;;617;0,951256;0,000621598;0,581134
;618;0,372883;0,00123747;0,918679;;;618;0,951168;0,000621233;0,581161
;619;0,37271;0,00123316;0,918899;;;619;0,951079;0,000620869;0,581188
;620;0,372539;0,00122887;0,919119;;;620;0,950991;0,000620504;0,581215
;621;0,372368;0,0012246;0,919339;;;621;0,950903;0,00062014;0,581242
;622;0,372197;0,00122034;0,919558;;;622;0,950814;0,000619776;0,581269
;623;0,372028;0,00121611;0,919776;;;623;0,950726;0,000619413;0,581296
;624;0,371858;0,00121189;0,919993;;;624;0,950638;0,000619049;0,581323
;625;0,37169;0,00120769;0,92021;;;625;0,95055;0,000618686;0,58135
;626;0,371522;0,0012035;0,920427;;;626;0,950462;0,000618323;0,581377
;627;0,371354;0,00119934;0,920643;;;627;0,950374;0,000617961;0,581405
;628;0,371187;0,00119519;0,920858;;;628;0,950286;0,000617598;0,581432
;629;0,371021;0,00119106;0,921072;;;629;0,950198;0,000617236;0,581459
;630;0,370855;0,00118694;0,921286;;;630;0,950111;0,000616874;0,581486
;631;0,37069;0,00118285;0,9215;;;631;0,950023;0,000616513;0,581513
;632;0,370526;0,00117877;0,921712;;;632;0,949935;0,000616152;0,58154
;633;0,370362;0,0011747;0,921925;;;633;0,949848;0,000615791;0,581567
;634;0,370198;0,00117066;0,922136;;;634;0,94976;0,00061543;0,581594
;635;0,370035;0,00116663;0,922347;;;635;0,949673;0,000615069;0,581621
;636;0,369873;0,00116261;0,922558;;;636;0,949585;0,000614709;0,581648
;637;0,369711;0,00115862;0,922768;;;637;0,949498;0,000614349;0,581675
;638;0,36955;0,00115464;0,922977;;;638;0,94941;0,00061399;0,581702
;639;0,369389;0,00115068;0,923186;;;639;0,949323;0,00061363;0,581729
;640;0,369229;0,00114673;0,923394;;;640;0,949236;0,000613271;0,581756
;641;0,369069;0,0011428;0,923601;;;641;0,949148;0,000612912;0,581783
;642;0,36891;0,00113888;0,923808;;;642;0,949061;0,000612554;0,58181
;643;0,368752;0,00113499;0,924015;;;643;0,948974;0,000612196;0,581837
;644;0,368594;0,0011311;0,92422;;;644;0,948887;0,000611838;0,581864
;645;0,368436;0,00112724;0,924426;;;645;0,9488;0,00061148;0,581891
;646;0,368279;0,00112339;0,92463;;;646;0,948713;0,000611123;0,581918
;647;0,368123;0,00111955;0,924834;;;647;0,948626;0,000610766;0,581944
;648;0,367967;0,00111573;0,925038;;;648;0,948539;0,000610409;0,581971
;649;0,367812;0,00111193;0,925241;;;649;0,948452;0,000610052;0,581998
;650;0,367657;0,00110814;0,925443;;;650;0,948366;0,000609696;0,582025
;651;0,367503;0,00110437;0,925645;;;651;0,948279;0,00060934;0,582052
;652;0,367349;0,00110061;0,925847;;;652;0,948192;0,000608985;0,582079
;653;0,367196;0,00109687;0,926047;;;653;0,948106;0,00060863;0,582106
;654;0,367043;0,00109315;0,926247;;;654;0,948019;0,000608275;0,582133
;655;0,366891;0,00108944;0,926447;;;655;0,947933;0,00060792;0,58216
;656;0,366739;0,00108574;0,926646;;;656;0,947846;0,000607566;0,582187
;657;0,366588;0,00108206;0,926845;;;657;0,94776;0,000607212;0,582214
;658;0,366437;0,00107839;0,927043;;;658;0,947673;0,000606858;0,582241
;659;0,366287;0,00107474;0,92724;;;659;0,947587;0,000606505;0,582267
;660;0,366138;0,0010711;0,927437;;;660;0,947501;0,000606151;0,582294
;661;0,365988;0,00106748;0,927633;;;661;0,947415;0,000605799;0,582321
;662;0,36584;0,00106387;0,927829;;;662;0,947328;0,000605446;0,582348
;663;0,365692;0,00106028;0,928024;;;663;0,947242;0,000605094;0,582375
;664;0,365544;0,0010567;0,928219;;;664;0,947156;0,000604742;0,582402
;665;0,365397;0,00105314;0,928413;;;665;0,94707;0,000604391;0,582429
;666;0,36525;0,00104959;0,928607;;;666;0,946984;0,00060404;0,582455
;667;0,365104;0,00104605;0,9288;;;667;0,946898;0,000603689;0,582482
;668;0,364958;0,00104253;0,928992;;;668;0,946812;0,000603338;0,582509
;669;0,364813;0,00103902;0,929184;;;669;0,946727;0,000602988;0,582536
;670;0,364669;0,00103553;0,929376;;;670;0,946641;0,000602638;0,582563
;671;0,364524;0,00103205;0,929567;;;671;0,946555;0,000602289;0,58259
;672;0,364381;0,00102859;0,929757;;;672;0,946469;0,000601939;0,582616
;673;0,364237;0,00102514;0,929947;;;673;0,946384;0,000601591;0,582643
;674;0,364095;0,0010217;0,930137;;;674;0,946298;0,000601242;0,58267
;675;0,363952;0,00101827;0,930326;;;675;0,946213;0,000600894;0,582697
;676;0,363811;0,00101486;0,930514;;;676;0,946127;0,000600546;0,582723
;677;0,363669;0,00101147;0,930702;;;677;0,946042;0,000600198;0,58275
;678;0,363528;0,00100808;0,930889;;;678;0,945957;0,000599851;0,582777
;679;0,363388;0,00100471;0,931076;;;679;0,945871;0,000599504;0,582804
;680;0,363248;0,00100136;0,931262;;;680;0,945786;0,000599158;0,58283
;681;0,363109;0,000998013;0,931448;;;681;0,945701;0,000598811;0,582857
;682;0,36297;0,000994683;0,931633;;;682;0,945616;0,000598466;0,582884
;683;0,362831;0,000991366;0,931818;;;683;0,94553;0,00059812;0,582911
;684;0,362693;0,000988062;0,932002;;;684;0,945445;0,000597775;0,582937
;685;0,362555;0,000984771;0,932186;;;685;0,94536;0,00059743;0,582964
;686;0,362418;0,000981494;0,932369;;;686;0,945275;0,000597085;0,582991
;687;0,362281;0,000978229;0,932552;;;687;0,94519;0,000596741;0,583017
;688;0,362145;0,000974977;0,932734;;;688;0,945105;0,000596397;0,583044
;689;0,362009;0,000971737;0,932916;;;689;0,945021;0,000596054;0,583071
;690;0,361874;0,000968511;0,933097;;;690;0,944936;0,000595711;0,583097
;691;0,361739;0,000965297;0,933277;;;691;0,944851;0,000595368;0,583124
;692;0,361605;0,000962095;0,933458;;;692;0,944766;0,000595026;0,583151
;693;0,361471;0,000958906;0,933637;;;693;0,944682;0,000594683;0,583177
;694;0,361337;0,00095573;0,933817;;;694;0,944597;0,000594342;0,583204
;695;0,361204;0,000952566;0,933995;;;695;0,944513;0,000594;0,583231
;696;0,361071;0,000949415;0,934174;;;696;0,944428;0,000593659;0,583257
;697;0,360939;0,000946275;0,934351;;;697;0,944344;0,000593318;0,583284
;698;0,360807;0,000943148;0,934529;;;698;0,944259;0,000592978;0,58331
;699;0,360676;0,000940033;0,934705;;;699;0,944175;0,000592638;0,583337
;700;0,360545;0,000936931;0,934882;;;700;0,944091;0,000592298;0,583363
;701;0,360414;0,00093384;0,935057;;;701;0,944006;0,000591959;0,58339
;702;0,360284;0,000930761;0,935233;;;702;0,943922;0,00059162;0,583417
;703;0,360154;0,000927694;0,935407;;;703;0,943838;0,000591281;0,583443
;704;0,360025;0,00092464;0,935582;;;704;0,943754;0,000590943;0,58347
;705;0,359896;0,000921596;0,935756;;;705;0,94367;0,000590605;0,583496
;706;0,359768;0,000918565;0,935929;;;706;0,943586;0,000590268;0,583523
;707;0,35964;0,000915546;0,936102;;;707;0,943502;0,00058993;0,583549
;708;0,359512;0,000912538;0,936274;;;708;0,943418;0,000589593;0,583576
;709;0,359385;0,000909541;0,936446;;;709;0,943334;0,000589257;0,583602
;710;0,359258;0,000906557;0,936618;;;710;0,94325;0,000588921;0,583629
;711;0,359132;0,000903583;0,936789;;;711;0,943167;0,000588585;0,583655
;712;0,359006;0,000900621;0,936959;;;712;0,943083;0,00058825;0,583682
;713;0,358881;0,000897671;0,937129;;;713;0,942999;0,000587914;0,583708
;714;0,358756;0,000894732;0,937299;;;714;0,942916;0,00058758;0,583735
;715;0,358631;0,000891804;0,937468;;;715;0,942832;0,000587245;0,583761
;716;0,358507;0,000888887;0,937637;;;716;0,942748;0,000586911;0,583788
;717;0,358383;0,000885982;0,937805;;;717;0,942665;0,000586578;0,583814
;718;0,358259;0,000883088;0,937973;;;718;0,942582;0,000586244;0,58384
;719;0,358136;0,000880204;0,93814;;;719;0,942498;0,000585911;0,583867
;720;0,358014;0,000877332;0,938307;;;720;0,942415;0,000585579;0,583893
;721;0,357891;0,000874471;0,938473;;;721;0,942331;0,000585246;0,58392
;722;0,357769;0,00087162;0,938639;;;722;0,942248;0,000584914;0,583946
;723;0,357648;0,000868781;0,938805;;;723;0,942165;0,000584583;0,583972
;724;0,357527;0,000865952;0,93897;;;724;0,942082;0,000584252;0,583999
;725;0,357406;0,000863134;0,939134;;;725;0,941999;0,000583921;0,584025
;726;0,357286;0,000860327;0,939298;;;726;0,941916;0,00058359;0,584051
;727;0,357166;0,00085753;0,939462;;;727;0,941833;0,00058326;0,584078
;728;0,357046;0,000854744;0,939625;;;728;0,94175;0,00058293;0,584104
;729;0,356927;0,000851969;0,939788;;;729;0,941667;0,000582601;0,58413
;730;0,356809;0,000849204;0,93995;;;730;0,941584;0,000582272;0,584157
;731;0,35669;0,00084645;0,940112;;;731;0,941501;0,000581943;0,584183
;732;0,356572;0,000843706;0,940273;;;732;0,941418;0,000581615;0,584209
;733;0,356455;0,000840972;0,940434;;;733;0,941336;0,000581287;0,584236
;734;0,356337;0,000838249;0,940595;;;734;0,941253;0,000580959;0,584262
;735;0,356221;0,000835536;0,940755;;;735;0,94117;0,000580632;0,584288
;736;0,356104;0,000832833;0,940915;;;736;0,941088;0,000580305;0,584314
;737;0,355988;0,00083014;0,941074;;;737;0,941005;0,000579979;0,584341
;738;0,355872;0,000827458;0,941233;;;738;0,940923;0,000579653;0,584367
;739;0,355757;0,000824785;0,941391;;;739;0,94084;0,000579327;0,584393
