t	Ns	Ni	Dead_pi_0.0062	InterpolatingFunction[{{1, 2}}, {5, 3, 0, {2}, {2}, 0, 0, 0, 0, Automatic, {}, {}, False}, {{1, 2}}, {{Take[Table[], 231]}, {Transpose[Take[Table[], 231]][[5]]}}, {Automatic}]	LogRS	Rt	DiscHealthCost	DiscTotalCost
514.4977348814573	0.394336	0.00180003	1228018.	0.892304	0.903506	0.973316	2.25833	2.36874
515.4977348814573	0.394086	0.00179318	1228540.	0.892599	0.904167	0.973342	2.2453	2.3548
516.4977348814573	0.393837	0.00178637	1229060.	0.892893	0.904826	0.973369	2.23237	2.34096
517.4977348814573	0.393589	0.00177959	1229578.	0.893186	0.905482	0.973395	2.21951	2.3272
518.4977348814573	0.393342	0.00177284	1230094.	0.893479	0.906137	0.973421	2.20674	2.31354
519.4977348814573	0.393096	0.00176612	1230608.	0.89377	0.90679	0.973447	2.19405	2.29997
520.4977348814573	0.392851	0.00175944	1231120.	0.894061	0.90744	0.973473	2.18144	2.28648
521.4977348814573	0.392607	0.00175279	1231631.	0.894351	0.908088	0.973499	2.16891	2.27308
522.4977348814573	0.392363	0.00174617	1232139.	0.89464	0.908735	0.973525	2.15646	2.25977
523.4977348814573	0.392121	0.00173958	1232645.	0.894928	0.909379	0.97355	2.14409	2.24655
524.4977348814573	0.391879	0.00173302	1233150.	0.895216	0.910021	0.973576	2.13179	2.23341
525.4977348814573	0.391639	0.0017265	1233652.	0.895503	0.910662	0.973601	2.11958	2.22036
526.4977348814573	0.391399	0.00172	1234153.	0.895788	0.9113	0.973627	2.10745	2.20739
527.4977348814573	0.39116	0.00171354	1234652.	0.896073	0.911936	0.973652	2.09539	2.19451
528.4977348814573	0.390923	0.0017071	1235148.	0.896358	0.91257	0.973677	2.0834	2.18171
529.4977348814573	0.390686	0.0017007	1235643.	0.896641	0.913203	0.973702	2.0715	2.16899
530.4977348814573	0.390449	0.00169432	1236137.	0.896924	0.913833	0.973727	2.05967	2.15636
531.4977348814573	0.390214	0.00168798	1236628.	0.897205	0.914461	0.973752	2.04791	2.1438
532.4977348814573	0.38998	0.00168166	1237117.	0.897486	0.915087	0.973777	2.03623	2.13133
533.4977348814573	0.389746	0.00167538	1237605.	0.897766	0.915712	0.973801	2.02462	2.11894
534.4977348814573	0.389514	0.00166912	1238091.	0.898046	0.916334	0.973826	2.01309	2.10663
535.4977348814573	0.389282	0.0016629	1238575.	0.898324	0.916954	0.973851	2.00162	2.0944
536.4977348814573	0.389051	0.0016567	1239057.	0.898602	0.917573	0.973875	1.99024	2.08225
537.4977348814573	0.388821	0.00165053	1239537.	0.898879	0.918189	0.973899	1.97892	2.07017
538.4977348814573	0.388592	0.00164439	1240016.	0.899156	0.918804	0.973923	1.96767	2.05818
539.4977348814573	0.388363	0.00163828	1240493.	0.899431	0.919416	0.973948	1.95649	2.04626
540.4977348814573	0.388136	0.0016322	1240968.	0.899706	0.920027	0.973972	1.94539	2.03442
541.4977348814573	0.387909	0.00162614	1241441.	0.89998	0.920636	0.973996	1.93435	2.02265
542.4977348814573	0.387683	0.00162011	1241913.	0.900253	0.921243	0.974019	1.92338	2.01096
543.4977348814573	0.387458	0.00161411	1242382.	0.900525	0.921848	0.974043	1.91249	1.99934
544.4977348814573	0.387234	0.00160814	1242851.	0.900797	0.922451	0.974067	1.90166	1.9878
545.4977348814573	0.387011	0.0016022	1243317.	0.901067	0.923052	0.97409	1.89089	1.97633
546.4977348814573	0.386788	0.00159628	1243781.	0.901338	0.923651	0.974114	1.8802	1.96494
547.4977348814573	0.386566	0.00159039	1244244.	0.901607	0.924249	0.974137	1.86957	1.95361
548.4977348814573	0.386345	0.00158453	1244706.	0.901875	0.924844	0.974161	1.85901	1.94236
549.4977348814573	0.386125	0.00157869	1245165.	0.902143	0.925438	0.974184	1.84851	1.93118
550.4977348814573	0.385906	0.00157289	1245623.	0.90241	0.92603	0.974207	1.83808	1.92008
551.4977348814573	0.385688	0.0015671	1246079.	0.902676	0.92662	0.97423	1.82771	1.90904
552.4977348814573	0.38547	0.00156135	1246533.	0.902942	0.927208	0.974253	1.81741	1.89807
553.4977348814573	0.385253	0.00155562	1246986.	0.903207	0.927794	0.974276	1.80717	1.88718
554.4977348814573	0.385037	0.00154991	1247437.	0.903471	0.928379	0.974299	1.797	1.87635
555.4977348814573	0.384821	0.00154424	1247887.	0.903734	0.928962	0.974321	1.78689	1.86559
556.4977348814573	0.384607	0.00153858	1248334.	0.903996	0.929543	0.974344	1.77684	1.8549
557.4977348814573	0.384393	0.00153296	1248781.	0.904258	0.930122	0.974366	1.76685	1.84428
558.4977348814573	0.38418	0.00152736	1249225.	0.904519	0.930699	0.974389	1.75693	1.83372
559.4977348814573	0.383968	0.00152178	1249668.	0.90478	0.931274	0.974411	1.74707	1.82323
560.4977348814573	0.383757	0.00151623	1250109.	0.905039	0.931848	0.974434	1.73726	1.81281
561.4977348814573	0.383546	0.00151071	1250549.	0.905298	0.93242	0.974456	1.72752	1.80245
562.4977348814573	0.383336	0.00150521	1250987.	0.905556	0.93299	0.974478	1.71784	1.79216
563.4977348814573	0.383127	0.00149973	1251424.	0.905814	0.933559	0.9745	1.70822	1.78193
564.4977348814573	0.382918	0.00149428	1251859.	0.90607	0.934125	0.974522	1.69865	1.77177
565.4977348814573	0.382711	0.00148885	1252292.	0.906326	0.93469	0.974544	1.68915	1.76167
566.4977348814573	0.382504	0.00148345	1252724.	0.906581	0.935253	0.974566	1.6797	1.75163
567.4977348814573	0.382298	0.00147807	1253154.	0.906836	0.935815	0.974587	1.67032	1.74166
568.4977348814573	0.382092	0.00147272	1253582.	0.90709	0.936374	0.974609	1.66099	1.73175
569.4977348814573	0.381888	0.00146739	1254009.	0.907343	0.936932	0.97463	1.65171	1.7219
570.4977348814573	0.381684	0.00146208	1254435.	0.907595	0.937488	0.974652	1.6425	1.71212
571.4977348814573	0.38148	0.0014568	1254859.	0.907847	0.938043	0.974673	1.63334	1.70239
572.4977348814573	0.381278	0.00145154	1255281.	0.908098	0.938596	0.974695	1.62423	1.69273
573.4977348814573	0.381076	0.0014463	1255702.	0.908348	0.939147	0.974716	1.61519	1.68313
574.4977348814573	0.380875	0.00144109	1256122.	0.908598	0.939696	0.974737	1.60619	1.67358
575.4977348814573	0.380675	0.0014359	1256540.	0.908846	0.940244	0.974758	1.59726	1.6641
576.4977348814573	0.380475	0.00143074	1256956.	0.909095	0.94079	0.974779	1.58837	1.65467
577.4977348814573	0.380276	0.00142559	1257371.	0.909342	0.941334	0.9748	1.57954	1.64531
578.4977348814573	0.380078	0.00142047	1257784.	0.909589	0.941877	0.974821	1.57077	1.636
579.4977348814573	0.379881	0.00141537	1258196.	0.909835	0.942418	0.974841	1.56205	1.62675
580.4977348814573	0.379684	0.0014103	1258607.	0.91008	0.942957	0.974862	1.55338	1.61755
581.4977348814573	0.379488	0.00140524	1259016.	0.910325	0.943495	0.974883	1.54476	1.60842
582.4977348814573	0.379293	0.00140021	1259423.	0.910569	0.944031	0.974903	1.5362	1.59934
583.4977348814573	0.379098	0.0013952	1259829.	0.910812	0.944565	0.974924	1.52769	1.59032
584.4977348814573	0.378904	0.00139022	1260234.	0.911055	0.945098	0.974944	1.51923	1.58135
585.4977348814573	0.378711	0.00138525	1260637.	0.911297	0.945629	0.974964	1.51082	1.57244
586.4977348814573	0.378518	0.00138031	1261039.	0.911538	0.946158	0.974985	1.50246	1.56358
587.4977348814573	0.378326	0.00137539	1261439.	0.911779	0.946686	0.975005	1.49415	1.55478
588.4977348814573	0.378135	0.00137049	1261838.	0.912018	0.947212	0.975025	1.48589	1.54603
589.4977348814573	0.377944	0.00136561	1262235.	0.912258	0.947737	0.975045	1.47768	1.53734
590.4977348814573	0.377754	0.00136075	1262631.	0.912496	0.94826	0.975065	1.46953	1.5287
591.4977348814573	0.377565	0.00135591	1263026.	0.912734	0.948781	0.975085	1.46142	1.52011
592.4977348814573	0.377377	0.0013511	1263419.	0.912971	0.949301	0.975104	1.45336	1.51158
593.4977348814573	0.377189	0.0013463	1263811.	0.913208	0.949819	0.975124	1.44535	1.5031
594.4977348814573	0.377002	0.00134153	1264201.	0.913444	0.950336	0.975144	1.43738	1.49467
595.4977348814573	0.376815	0.00133677	1264590.	0.913679	0.950851	0.975163	1.42947	1.48629
596.4977348814573	0.376629	0.00133204	1264978.	0.913914	0.951364	0.975183	1.4216	1.47797
597.4977348814573	0.376444	0.00132733	1265364.	0.914148	0.951876	0.975202	1.41378	1.46969
598.4977348814573	0.376259	0.00132264	1265749.	0.914381	0.952386	0.975222	1.406	1.46147
599.4977348814573	0.376075	0.00131797	1266133.	0.914614	0.952895	0.975241	1.39828	1.4533
600.4977348814573	0.375892	0.00131331	1266515.	0.914846	0.953402	0.97526	1.3906	1.44517
601.4977348814573	0.375709	0.00130868	1266896.	0.915077	0.953908	0.975279	1.38296	1.4371
602.4977348814573	0.375527	0.00130407	1267276.	0.915308	0.954412	0.975299	1.37537	1.42907
603.4977348814573	0.375346	0.00129948	1267654.	0.915538	0.954915	0.975318	1.36783	1.4211
604.4977348814573	0.375165	0.00129491	1268031.	0.915767	0.955416	0.975337	1.36033	1.41317
605.4977348814573	0.374985	0.00129035	1268406.	0.915996	0.955915	0.975355	1.35288	1.40529
606.4977348814573	0.374806	0.00128582	1268780.	0.916224	0.956413	0.975374	1.34547	1.39746
607.438280735998	0.374637	0.00128157	1269131.	0.916438	0.956881	0.975392	1.33854	1.39014
608.438280735998	0.374459	0.00127708	1269503.	0.916665	0.957376	0.975411	1.33121	1.3824
609.438280735998	0.374282	0.0012726	1269873.	0.916891	0.957869	0.975429	1.32393	1.37471
610.438280735998	0.374105	0.00126815	1270242.	0.917117	0.958361	0.975448	1.3167	1.36707
611.438280735998	0.373928	0.00126371	1270610.	0.917342	0.958852	0.975466	1.3095	1.35947
612.438280735998	0.373752	0.00125929	1270976.	0.917566	0.959341	0.975485	1.30235	1.35192
613.438280735998	0.373577	0.00125489	1271342.	0.91779	0.959829	0.975503	1.29524	1.34441
614.438280735998	0.373403	0.0012505	1271705.	0.918013	0.960315	0.975521	1.28818	1.33695
615.438280735998	0.373229	0.00124614	1272068.	0.918236	0.9608	0.97554	1.28115	1.32953
616.438280735998	0.373055	0.00124179	1272429.	0.918457	0.961283	0.975558	1.27417	1.32216
617.438280735998	0.372883	0.00123747	1272790.	0.918679	0.961764	0.975576	1.26723	1.31484
618.438280735998	0.37271	0.00123316	1273149.	0.918899	0.962245	0.975594	1.26032	1.30756
619.438280735998	0.372539	0.00122887	1273506.	0.919119	0.962724	0.975612	1.25346	1.30032
620.438280735998	0.372368	0.0012246	1273863.	0.919339	0.963201	0.97563	1.24664	1.29312
621.438280735998	0.372197	0.00122034	1274218.	0.919558	0.963677	0.975648	1.23987	1.28597
622.438280735998	0.372028	0.00121611	1274572.	0.919776	0.964151	0.975665	1.23313	1.27887
623.438280735998	0.371858	0.00121189	1274924.	0.919993	0.964625	0.975683	1.22643	1.2718
624.438280735998	0.37169	0.00120769	1275276.	0.92021	0.965096	0.975701	1.21977	1.26478
625.438280735998	0.371522	0.0012035	1275626.	0.920427	0.965566	0.975718	1.21315	1.2578
626.438280735998	0.371354	0.00119934	1275975.	0.920643	0.966035	0.975736	1.20656	1.25086
627.438280735998	0.371187	0.00119519	1276323.	0.920858	0.966503	0.975753	1.20002	1.24396
628.438280735998	0.371021	0.00119106	1276669.	0.921072	0.966969	0.975771	1.19352	1.23711
629.438280735998	0.370855	0.00118694	1277015.	0.921286	0.967433	0.975788	1.18705	1.23029
630.438280735998	0.37069	0.00118285	1277359.	0.9215	0.967896	0.975805	1.18062	1.22352
631.438280735998	0.370526	0.00117877	1277702.	0.921712	0.968358	0.975822	1.17423	1.21679
632.438280735998	0.370362	0.0011747	1278044.	0.921925	0.968819	0.97584	1.16788	1.21009
633.438280735998	0.370198	0.00117066	1278385.	0.922136	0.969278	0.975857	1.16156	1.20344
634.438280735998	0.370035	0.00116663	1278724.	0.922347	0.969735	0.975874	1.15528	1.19683
635.438280735998	0.369873	0.00116261	1279062.	0.922558	0.970192	0.975891	1.14904	1.19025
636.438280735998	0.369711	0.00115862	1279400.	0.922768	0.970646	0.975908	1.14283	1.18372
637.438280735998	0.36955	0.00115464	1279736.	0.922977	0.9711	0.975924	1.13666	1.17723
638.438280735998	0.369389	0.00115068	1280071.	0.923186	0.971552	0.975941	1.13053	1.17077
639.438280735998	0.369229	0.00114673	1280404.	0.923394	0.972003	0.975958	1.12443	1.16435
640.438280735998	0.369069	0.0011428	1280737.	0.923601	0.972452	0.975975	1.11837	1.15797
641.438280735998	0.36891	0.00113888	1281068.	0.923808	0.972901	0.975991	1.11234	1.15163
642.438280735998	0.368752	0.00113499	1281399.	0.924015	0.973347	0.976008	1.10635	1.14532
643.438280735998	0.368594	0.0011311	1281728.	0.92422	0.973793	0.976024	1.1004	1.13906
644.438280735998	0.368436	0.00112724	1282056.	0.924426	0.974237	0.976041	1.09447	1.13283
645.438280735998	0.368279	0.00112339	1282383.	0.92463	0.97468	0.976057	1.08858	1.12664
646.438280735998	0.368123	0.00111955	1282708.	0.924834	0.975121	0.976074	1.08273	1.12048
647.438280735998	0.367967	0.00111573	1283033.	0.925038	0.975561	0.97609	1.07691	1.11436
648.438280735998	0.367812	0.00111193	1283357.	0.925241	0.976	0.976106	1.07113	1.10828
649.438280735998	0.367657	0.00110814	1283679.	0.925443	0.976437	0.976122	1.06537	1.10223
650.438280735998	0.367503	0.00110437	1284001.	0.925645	0.976874	0.976138	1.05965	1.09622
651.438280735998	0.367349	0.00110061	1284321.	0.925847	0.977308	0.976154	1.05397	1.09024
652.438280735998	0.367196	0.00109687	1284640.	0.926047	0.977742	0.97617	1.04832	1.0843
653.438280735998	0.367043	0.00109315	1284958.	0.926247	0.978174	0.976186	1.04269	1.0784
654.438280735998	0.366891	0.00108944	1285275.	0.926447	0.978605	0.976202	1.03711	1.07253
655.438280735998	0.366739	0.00108574	1285591.	0.926646	0.979035	0.976218	1.03155	1.06669
656.438280735998	0.366588	0.00108206	1285906.	0.926845	0.979463	0.976234	1.02603	1.06089
657.438280735998	0.366437	0.00107839	1286220.	0.927043	0.979891	0.97625	1.02054	1.05512
658.438280735998	0.366287	0.00107474	1286533.	0.92724	0.980316	0.976265	1.01508	1.04939
659.438280735998	0.366138	0.0010711	1286844.	0.927437	0.980741	0.976281	1.00965	1.04369
660.438280735998	0.365988	0.00106748	1287155.	0.927633	0.981164	0.976296	1.00425	1.03802
661.438280735998	0.36584	0.00106387	1287465.	0.927829	0.981587	0.976312	0.998885	1.03239
662.438280735998	0.365692	0.00106028	1287773.	0.928024	0.982007	0.976327	0.99355	1.02679
663.438280735998	0.365544	0.0010567	1288081.	0.928219	0.982427	0.976343	0.988245	1.02122
664.438280735998	0.365397	0.00105314	1288387.	0.928413	0.982845	0.976358	0.982971	1.01568
665.438280735998	0.36525	0.00104959	1288693.	0.928607	0.983262	0.976373	0.977727	1.01018
666.438280735998	0.365104	0.00104605	1288997.	0.9288	0.983678	0.976389	0.972514	1.00471
667.438280735998	0.364958	0.00104253	1289300.	0.928992	0.984093	0.976404	0.96733	0.999273
668.438280735998	0.364813	0.00103902	1289603.	0.929184	0.984506	0.976419	0.962176	0.993866
669.438280735998	0.364669	0.00103553	1289904.	0.929376	0.984918	0.976434	0.957051	0.988491
670.438280735998	0.364524	0.00103205	1290204.	0.929567	0.985329	0.976449	0.951956	0.983148
671.438280735998	0.364381	0.00102859	1290504.	0.929757	0.985739	0.976464	0.94689	0.977836
672.438280735998	0.364237	0.00102514	1290802.	0.929947	0.986147	0.976479	0.941853	0.972554
673.438280735998	0.364095	0.0010217	1291099.	0.930137	0.986555	0.976494	0.936844	0.967304
674.438280735998	0.363952	0.00101827	1291396.	0.930326	0.986961	0.976509	0.931865	0.962084
675.438280735998	0.363811	0.00101486	1291691.	0.930514	0.987366	0.976524	0.926914	0.956894
676.438280735998	0.363669	0.00101147	1291985.	0.930702	0.987769	0.976538	0.921991	0.951735
677.438280735998	0.363528	0.00100808	1292279.	0.930889	0.988172	0.976553	0.917096	0.946605
678.438280735998	0.363388	0.00100471	1292571.	0.931076	0.988573	0.976568	0.912229	0.941506
679.438280735998	0.363248	0.00100136	1292862.	0.931262	0.988973	0.976582	0.907389	0.936436
680.438280735998	0.363109	0.000998013	1293153.	0.931448	0.989372	0.976597	0.902577	0.931395
681.438280735998	0.36297	0.000994683	1293442.	0.931633	0.98977	0.976611	0.897793	0.926384
682.438280735998	0.362831	0.000991366	1293731.	0.931818	0.990166	0.976626	0.893036	0.921402
683.438280735998	0.362693	0.000988062	1294018.	0.932002	0.990562	0.97664	0.888306	0.916448
684.438280735998	0.362555	0.000984771	1294305.	0.932186	0.990956	0.976654	0.883603	0.911523
685.438280735998	0.362418	0.000981494	1294591.	0.932369	0.991349	0.976669	0.878926	0.906627
686.438280735998	0.362281	0.000978229	1294875.	0.932552	0.991741	0.976683	0.874276	0.901759
687.438280735998	0.362145	0.000974977	1295159.	0.932734	0.992131	0.976697	0.869652	0.896919
688.438280735998	0.362009	0.000971737	1295442.	0.932916	0.992521	0.976711	0.865055	0.892108
689.438280735998	0.361874	0.000968511	1295724.	0.933097	0.992909	0.976725	0.860483	0.887324
690.438280735998	0.361739	0.000965297	1296004.	0.933277	0.993297	0.976739	0.855938	0.882567
691.438280735998	0.361605	0.000962095	1296284.	0.933458	0.993683	0.976753	0.851418	0.877838
692.438280735998	0.361471	0.000958906	1296563.	0.933637	0.994068	0.976767	0.846924	0.873136
693.438280735998	0.361337	0.00095573	1296842.	0.933817	0.994452	0.976781	0.842455	0.868461
694.438280735998	0.361204	0.000952566	1297119.	0.933995	0.994834	0.976795	0.838011	0.863814
695.438280735998	0.361071	0.000949415	1297395.	0.934174	0.995216	0.976809	0.833593	0.859192
696.438280735998	0.360939	0.000946275	1297670.	0.934351	0.995597	0.976823	0.829199	0.854598
697.438280735998	0.360807	0.000943148	1297945.	0.934529	0.995976	0.976836	0.82483	0.85003
698.438280735998	0.360676	0.000940033	1298218.	0.934705	0.996354	0.97685	0.820486	0.845488
699.438280735998	0.360545	0.000936931	1298491.	0.934882	0.996731	0.976864	0.816166	0.840972
700.438280735998	0.360414	0.00093384	1298763.	0.935057	0.997107	0.976877	0.811871	0.836482
701.438280735998	0.360284	0.000930761	1299034.	0.935233	0.997482	0.976891	0.8076	0.832018
702.438280735998	0.360154	0.000927694	1299304.	0.935407	0.997856	0.976904	0.803352	0.827579
703.438280735998	0.360025	0.00092464	1299573.	0.935582	0.998229	0.976918	0.799129	0.823166
704.438280735998	0.359896	0.000921596	1299841.	0.935756	0.9986	0.976931	0.794929	0.818778
705.438280735998	0.359768	0.000918565	1300108.	0.935929	0.998971	0.976944	0.790753	0.814415
706.438280735998	0.35964	0.000915546	1300375.	0.936102	0.99934	0.976958	0.786601	0.810077
707.438280735998	0.359512	0.000912538	1300640.	0.936274	0.999709	0.976971	0.782471	0.805764
708.438280735998	0.359385	0.000909541	1300905.	0.936446	1.00008	0.976984	0.778365	0.801476
709.438280735998	0.359258	0.000906557	1301169.	0.936618	1.00044	0.976997	0.774282	0.797212
710.438280735998	0.359132	0.000903583	1301431.	0.936789	1.00081	0.977011	0.770222	0.792972
711.438280735998	0.359006	0.000900621	1301694.	0.936959	1.00117	0.977024	0.766184	0.788756
712.438280735998	0.358881	0.000897671	1301955.	0.937129	1.00153	0.977037	0.762169	0.784565
713.438280735998	0.358756	0.000894732	1302215.	0.937299	1.0019	0.97705	0.758177	0.780397
714.438280735998	0.358631	0.000891804	1302475.	0.937468	1.00226	0.977063	0.754206	0.776253
715.438280735998	0.358507	0.000888887	1302733.	0.937637	1.00262	0.977076	0.750258	0.772133
716.438280735998	0.358383	0.000885982	1302991.	0.937805	1.00298	0.977088	0.746332	0.768036
717.438280735998	0.358259	0.000883088	1303248.	0.937973	1.00333	0.977101	0.742428	0.763962
718.438280735998	0.358136	0.000880204	1303504.	0.93814	1.00369	0.977114	0.738546	0.759912
719.438280735998	0.358014	0.000877332	1303759.	0.938307	1.00405	0.977127	0.734685	0.755884
720.438280735998	0.357891	0.000874471	1304014.	0.938473	1.0044	0.97714	0.730846	0.75188
721.438280735998	0.357769	0.00087162	1304268.	0.938639	1.00475	0.977152	0.727028	0.747898
722.438280735998	0.357648	0.000868781	1304520.	0.938805	1.00511	0.977165	0.723232	0.743938
723.438280735998	0.357527	0.000865952	1304772.	0.93897	1.00546	0.977177	0.719456	0.740001
724.438280735998	0.357406	0.000863134	1305024.	0.939134	1.00581	0.97719	0.715702	0.736087
725.438280735998	0.357286	0.000860327	1305274.	0.939298	1.00616	0.977202	0.711969	0.732194
726.438280735998	0.357166	0.00085753	1305523.	0.939462	1.00651	0.977215	0.708256	0.728323
727.438280735998	0.357046	0.000854744	1305772.	0.939625	1.00685	0.977227	0.704563	0.724475
728.438280735998	0.356927	0.000851969	1306020.	0.939788	1.0072	0.97724	0.700892	0.720648
729.438280735998	0.356809	0.000849204	1306267.	0.93995	1.00755	0.977252	0.69724	0.716842
730.438280735998	0.35669	0.00084645	1306513.	0.940112	1.00789	0.977264	0.693609	0.713059
731.438280735998	0.356572	0.000843706	1306759.	0.940273	1.00823	0.977277	0.689998	0.709296
732.438280735998	0.356455	0.000840972	1307004.	0.940434	1.00858	0.977289	0.686407	0.705555
733.438280735998	0.356337	0.000838249	1307248.	0.940595	1.00892	0.977301	0.682836	0.701835
734.438280735998	0.356221	0.000835536	1307491.	0.940755	1.00926	0.977313	0.679285	0.698135
735.438280735998	0.356104	0.000832833	1307733.	0.940915	1.0096	0.977325	0.675753	0.694457
736.438280735998	0.355988	0.00083014	1307975.	0.941074	1.00993	0.977337	0.672241	0.690799
737.438280735998	0.355872	0.000827458	1308215.	0.941233	1.01027	0.977349	0.668748	0.687162
738.438280735998	0.355757	0.000824785	1308455.	0.941391	1.01061	0.977361	0.665275	0.683545
