t	Ns	Ni	Dead_pi_0.0062	InterpolatingFunction[{{1, 2}}, {5, 3, 0, {2}, {2}, 0, 0, 0, 0, Automatic, {}, {}, False}, {{1, 2}}, {{Take[Table[], 231]}, {Transpose[Take[Table[], 231]][[5]]}}, {Automatic}]	LogRS	Rt	DiscHealthCost	DiscTotalCost
0.	0.999922	0.0000526992	51.0382	0.720983	0.477123	1.61131	0.091211	6.01016
1.	0.99991	0.0000575024	67.0359	0.720667	0.476245	1.60987	0.0993283	6.02159
2.	0.999896	0.0000627306	84.4899	0.72035	0.475366	1.60843	0.108146	6.03375
3.	0.999881	0.00006842	103.529	0.720032	0.474484	1.60699	0.117722	6.04668
4.	0.999864	0.0000746101	124.292	0.719714	0.473599	1.60555	0.128119	6.06045
5.	0.999846	0.0000813433	146.932	0.719395	0.472712	1.60409	0.139406	6.07514
6.	0.999827	0.0000886657	171.612	0.719074	0.471821	1.60263	0.151656	6.09081
7.	0.999806	0.000096627	198.511	0.718753	0.470928	1.60117	0.164947	6.10755
8.	0.999783	0.000105281	227.822	0.718431	0.470031	1.5997	0.179366	6.12545
9.	0.999758	0.000114686	259.755	0.718108	0.469131	1.59822	0.195004	6.1446
10.	0.99973	0.000124905	294.537	0.717783	0.468226	1.59673	0.211961	6.16511
11.	0.999701	0.000136005	332.414	0.717457	0.467318	1.59523	0.230343	6.18709
12.	0.999668	0.00014806	373.652	0.71713	0.466405	1.59372	0.250266	6.21065
13.	0.999633	0.000161149	418.541	0.716801	0.465488	1.59221	0.271852	6.23592
14.	0.999595	0.000175356	467.393	0.71647	0.464565	1.59068	0.295237	6.26304
15.	0.999553	0.000190774	520.545	0.716138	0.463637	1.58914	0.320563	6.29216
16.	0.999508	0.000207502	578.365	0.715804	0.462703	1.58758	0.347984	6.32345
17.	0.999459	0.000225647	641.247	0.715467	0.461763	1.58601	0.377667	6.35706
18.	0.999406	0.000245323	709.62	0.715129	0.460817	1.58443	0.409789	6.39319
19.	0.999348	0.000266653	783.947	0.714788	0.459863	1.58282	0.444542	6.43204
20.	0.999285	0.000289772	864.727	0.714444	0.458901	1.5812	0.482132	6.47381
21.	0.999217	0.000314822	952.5	0.714098	0.457931	1.57956	0.522778	6.51874
22.	0.999143	0.000341956	1047.85	0.713748	0.456952	1.5779	0.566717	6.56706
23.	0.999062	0.00037134	1151.4	0.713395	0.455963	1.57621	0.614202	6.61905
24.	0.998975	0.000403152	1263.84	0.713039	0.454964	1.5745	0.665505	6.67499
25.	0.998881	0.000437581	1385.9	0.712679	0.453954	1.57276	0.720915	6.73517
26.	0.998779	0.000474831	1518.36	0.712315	0.452932	1.571	0.780743	6.79991
27.	0.998668	0.000515121	1662.08	0.711946	0.451896	1.5692	0.845321	6.86956
28.	0.998547	0.000558684	1817.98	0.711573	0.450847	1.56736	0.915002	6.9445
29.	0.998417	0.000605771	1987.04	0.711194	0.449783	1.56549	0.990166	7.0251
30.	0.998276	0.00065665	2170.32	0.71081	0.448703	1.56358	1.07121	7.11179
31.	0.998123	0.000711605	2368.96	0.71042	0.447605	1.56163	1.15858	7.20501
32.	0.997958	0.000770942	2584.2	0.710024	0.446489	1.55963	1.25271	7.30524
33.	0.99778	0.000834985	2817.36	0.709621	0.445353	1.55758	1.3541	7.41297
34.	0.997586	0.00090408	3069.84	0.70921	0.444196	1.55547	1.46326	7.52876
35.	0.997377	0.000978594	3343.18	0.708792	0.443015	1.55331	1.58074	7.65316
36.	0.997152	0.00105892	3639.	0.708365	0.44181	1.55109	1.70712	7.78677
37.	0.996908	0.00114547	3959.04	0.707929	0.440579	1.5488	1.84301	7.93023
38.	0.996644	0.00123868	4305.19	0.707483	0.439319	1.54644	1.98906	8.08422
39.	0.99636	0.00133902	4679.44	0.707027	0.438028	1.54401	2.14594	8.24943
40.	0.996053	0.00144697	5083.94	0.706559	0.436705	1.54149	2.31438	8.42662
41.	0.995722	0.00156306	5520.96	0.70608	0.435347	1.53889	2.49513	8.61656
42.	0.995365	0.00168782	5992.96	0.705587	0.433952	1.53619	2.68898	8.82009
43.	0.994981	0.00182182	6502.53	0.705081	0.432518	1.5334	2.89675	9.03805
44.	0.994566	0.00196566	7052.44	0.704561	0.431041	1.5305	3.11931	9.27134
45.	0.99412	0.00211997	7645.65	0.704025	0.429518	1.52748	3.35754	9.5209
46.	0.99364	0.00228538	8285.28	0.703472	0.427947	1.52435	3.61239	9.78768
47.	0.993124	0.00246258	8974.66	0.702902	0.426325	1.52109	3.8848	10.0727
48.	0.992569	0.00265225	9717.31	0.702313	0.424649	1.51769	4.17578	10.377
49.	0.991973	0.00285512	10517.	0.701704	0.422914	1.51415	4.48632	10.7016
50.	0.991333	0.00307192	11377.6	0.701074	0.421118	1.51046	4.81747	11.0475
51.	0.990647	0.0033034	12303.3	0.700422	0.419257	1.50661	5.17027	11.416
52.	0.98991	0.00355033	13298.4	0.699746	0.417327	1.50258	5.54579	11.8081
53.	0.989121	0.00381347	14367.7	0.699046	0.415324	1.49838	5.94509	12.2248
54.	0.988277	0.0040936	15515.8	0.698319	0.413245	1.49399	6.36924	12.6674
55.	0.987373	0.0043915	16747.9	0.697565	0.411084	1.4894	6.81927	13.1369
56.	0.986407	0.00470791	18069.2	0.696783	0.408838	1.48461	7.29621	13.6344
57.	0.985375	0.0050436	19485.2	0.69597	0.406504	1.4796	7.80104	14.1609
58.	0.984273	0.00539926	21001.6	0.695125	0.404075	1.47436	8.33469	14.7173
59.	0.983099	0.00577559	22624.3	0.694248	0.40155	1.46889	8.89804	15.3047
60.	0.981848	0.0061732	24359.4	0.693336	0.398922	1.46317	9.49188	15.9239
61.	0.980517	0.00659269	26213.3	0.692389	0.396188	1.45719	10.1169	16.5755
62.	0.979102	0.00703454	28192.2	0.691406	0.393345	1.45096	10.7737	17.2602
63.	0.9776	0.00749918	30302.7	0.690384	0.390388	1.44446	11.4627	17.9785
64.	0.976006	0.00798693	32551.6	0.689324	0.387313	1.43767	12.1841	18.7307
65.	0.974318	0.00849799	34945.6	0.688223	0.384118	1.43061	12.9382	19.5169
66.	0.972532	0.00903245	37491.5	0.687082	0.380799	1.42325	13.7248	20.3371
67.	0.970644	0.00959024	40196.	0.685899	0.377353	1.41561	14.5437	21.1911
68.	0.968652	0.0101711	43065.9	0.684675	0.373779	1.40766	15.3942	22.0782
69.	0.966552	0.0107748	46107.9	0.683407	0.370074	1.39941	16.2757	22.9977
70.	0.964343	0.0114005	49328.5	0.682098	0.366237	1.39087	17.187	23.9485
71.	0.962021	0.0120476	52734.	0.680745	0.362268	1.38202	18.1267	24.9292
72.	0.959585	0.0127151	56330.5	0.679351	0.358167	1.37288	19.0934	25.9382
73.	0.957033	0.0134018	60123.7	0.677914	0.353933	1.36345	20.0849	26.9734
74.	0.954364	0.0141063	64119.1	0.676437	0.34957	1.35372	21.099	28.0325
75.	0.951577	0.0148269	68321.4	0.674919	0.345078	1.34372	22.133	29.1128
76.	0.948672	0.0155617	72735.3	0.673363	0.340462	1.33345	23.1842	30.2114
77.	0.945648	0.0163087	77364.4	0.67177	0.335724	1.32292	24.2492	31.3248
78.	0.942508	0.0170656	82212.1	0.670142	0.33087	1.31214	25.3246	32.4496
79.	0.939251	0.0178298	87280.7	0.66848	0.325906	1.30113	26.4065	33.5817
80.	0.93588	0.0185987	92572.1	0.666789	0.320838	1.28991	27.491	34.7169
81.	0.932397	0.0193694	98087.3	0.665069	0.315674	1.27849	28.5737	35.851
82.	0.928806	0.0201388	103826.	0.663325	0.310423	1.26689	29.6503	36.9793
83.	0.925109	0.020904	109788.	0.66156	0.305092	1.25514	30.7162	38.097
84.	0.921311	0.0216616	115971.	0.659777	0.299694	1.24326	31.7667	39.1993
85.	0.917416	0.0224084	122373.	0.657979	0.294238	1.23127	32.7971	40.2813
86.	0.91343	0.0231412	128990.	0.656171	0.288736	1.21919	33.8029	41.3381
87.	0.909357	0.0238566	135817.	0.654357	0.283199	1.20705	34.7792	42.3649
88.	0.905204	0.0245514	142849.	0.652541	0.277641	1.19488	35.7216	43.3569
89.	0.900977	0.0252226	150080.	0.650728	0.272074	1.1827	36.6258	44.3096
90.	0.896683	0.0258671	157502.	0.64892	0.266511	1.17053	37.4877	45.2186
91.	0.892329	0.026482	165106.	0.647124	0.260966	1.15841	38.3032	46.0799
92.	0.887921	0.0270648	172885.	0.645342	0.255452	1.14635	39.069	46.8895
93.	0.883467	0.0276129	180828.	0.64358	0.249983	1.13437	39.7817	47.6442
94.	0.878974	0.0281242	188926.	0.641841	0.244572	1.12251	40.4385	48.3408
95.	0.874449	0.0285968	197166.	0.640129	0.239231	1.11079	41.0369	48.9767
96.	0.8699	0.0290289	205537.	0.638449	0.233975	1.09922	41.575	49.5498
97.	0.865335	0.0294193	214028.	0.636804	0.228814	1.08782	42.051	50.0581
98.	0.860759	0.0297668	222627.	0.635197	0.223762	1.07661	42.4639	50.5004
99.	0.856181	0.0300707	231319.	0.633632	0.218829	1.06562	42.8129	50.8759
100.	0.851606	0.0303305	240094.	0.632112	0.214025	1.05485	43.0976	51.1841
101.	0.847042	0.030546	248938.	0.63064	0.209362	1.04431	43.3183	51.4251
102.	0.842494	0.0307173	257838.	0.629218	0.204848	1.03402	43.4754	51.5992
103.	0.837969	0.0308447	266781.	0.627849	0.200491	1.024	43.5698	51.7073
104.	0.833471	0.030929	275756.	0.626535	0.1963	1.01424	43.6027	51.7507
105.	0.829007	0.0309709	284748.	0.625277	0.192282	1.00477	43.5758	51.7307
106.	0.824582	0.0309716	293747.	0.624078	0.188441	0.995572	43.4908	51.6493
107.	0.820199	0.0309322	302739.	0.622938	0.184784	0.986666	43.3499	51.5086
108.	0.815863	0.0308542	311715.	0.621858	0.181316	0.978052	43.1554	51.3109
109.	0.811578	0.0307393	320663.	0.62084	0.178039	0.969732	42.9099	51.0589
110.	0.807348	0.030589	329572.	0.619884	0.174956	0.961708	42.616	50.7551
111.	0.803174	0.0304052	338433.	0.61899	0.17207	0.953979	42.2765	50.4026
112.	0.799061	0.0301898	347236.	0.618159	0.169382	0.946546	41.8943	50.0042
113.	0.79501	0.0299448	355971.	0.61739	0.166893	0.939406	41.4723	49.563
114.	0.791024	0.0296721	364632.	0.616683	0.164602	0.932558	41.0137	49.082
115.	0.787105	0.0293737	373209.	0.616038	0.162509	0.925997	40.5212	48.5644
116.	0.783253	0.0290517	381696.	0.615454	0.160613	0.91972	39.998	48.0133
117.	0.779471	0.028708	390087.	0.614931	0.158912	0.913723	39.447	47.4316
118.	0.775759	0.0283447	398375.	0.614467	0.157404	0.908001	38.8709	46.8225
119.	0.772118	0.0279636	406554.	0.614062	0.156085	0.902548	38.2728	46.1887
120.	0.768548	0.0275667	414621.	0.613715	0.154953	0.897359	37.6552	45.5333
121.	0.76505	0.0271558	422570.	0.613424	0.154004	0.892428	37.0208	44.8588
122.	0.761624	0.0267326	430398.	0.613188	0.153235	0.887748	36.3721	44.168
123.	0.75827	0.0262989	438101.	0.613006	0.152641	0.883313	35.7115	43.4634
124.	0.754987	0.0258564	445677.	0.612876	0.152217	0.879117	35.0414	42.7474
125.	0.751775	0.0254064	453124.	0.612797	0.15196	0.875151	34.3637	42.0222
126.	0.748634	0.0249506	460439.	0.612768	0.151863	0.871411	33.6807	41.2901
127.	0.745563	0.0244902	467620.	0.612786	0.151923	0.867888	32.994	40.5529
128.	0.742561	0.0240266	474668.	0.612851	0.152134	0.864575	32.3056	39.8127
129.	0.739627	0.0235609	481580.	0.61296	0.15249	0.861467	31.6171	39.0711
130.	0.736761	0.0230944	488357.	0.613112	0.152987	0.858555	30.93	38.3299
131.	0.733962	0.0226279	494999.	0.613306	0.153619	0.855834	30.2456	37.5904
132.	0.731228	0.0221626	501505.	0.613539	0.15438	0.853295	29.5652	36.854
133.	0.728558	0.0216993	507876.	0.613811	0.155266	0.850933	28.89	36.1221
134.	0.725952	0.0212387	514113.	0.614119	0.15627	0.848741	28.2211	35.3957
135.	0.723408	0.0207816	520217.	0.614463	0.157388	0.846713	27.5594	34.676
136.	0.720924	0.0203287	526188.	0.61484	0.158615	0.844841	26.9057	33.9637
137.	0.7185	0.0198806	532029.	0.615248	0.159944	0.843121	26.2607	33.2598
138.	0.716135	0.0194378	537740.	0.615688	0.161371	0.841545	25.6252	32.565
139.	0.713826	0.0190008	543323.	0.616156	0.162891	0.840108	24.9997	31.88
140.	0.711573	0.0185699	548780.	0.616651	0.164498	0.838804	24.3846	31.2053
141.	0.709375	0.0181456	554113.	0.617173	0.166189	0.837627	23.7805	30.5413
142.	0.70723	0.0177282	559324.	0.617719	0.167957	0.836573	23.1877	29.8886
143.	0.705137	0.0173179	564415.	0.618288	0.169799	0.835635	22.6064	29.2475
144.	0.703095	0.016915	569387.	0.618879	0.171711	0.834809	22.037	28.6182
145.	0.701103	0.0165196	574244.	0.619491	0.173686	0.834089	21.4794	28.001
146.	0.699158	0.016132	578986.	0.620122	0.175723	0.833471	20.9341	27.396
147.	0.697261	0.0157521	583617.	0.620771	0.177815	0.832951	20.4008	26.8035
148.	0.695409	0.0153802	588139.	0.621437	0.17996	0.832522	19.8799	26.2234
149.	0.693602	0.0150162	592554.	0.622119	0.182153	0.832182	19.3711	25.6559
150.	0.691838	0.0146602	596865.	0.622815	0.184391	0.831926	18.8746	25.101
151.	0.690117	0.0143122	601073.	0.623525	0.18667	0.83175	18.3903	24.5585
152.	0.688437	0.0139721	605182.	0.624248	0.188988	0.831649	17.918	24.0285
153.	0.686796	0.0136401	609192.	0.624983	0.191339	0.831621	17.4577	23.5109
154.	0.685195	0.0133159	613108.	0.625728	0.193722	0.831662	17.0092	23.0056
155.	0.683632	0.0129996	616930.	0.626483	0.196133	0.831768	16.5725	22.5125
156.	0.682106	0.0126911	620661.	0.627246	0.19857	0.831935	16.1472	22.0314
157.	0.680615	0.0123902	624304.	0.628018	0.20103	0.832162	15.7333	21.5621
158.	0.679159	0.0120969	627861.	0.628797	0.203509	0.832443	15.3306	21.1045
159.	0.677738	0.011811	631334.	0.629583	0.206007	0.832778	14.9388	20.6585
160.	0.676349	0.0115325	634724.	0.630374	0.208519	0.833162	14.5579	20.2237
161.	0.674992	0.0112613	638035.	0.631171	0.211044	0.833593	14.1874	19.8001
162.	0.673666	0.0109971	641268.	0.631971	0.21358	0.834068	13.8273	19.3873
163.	0.672371	0.0107398	644426.	0.632776	0.216124	0.834585	13.4772	18.9853
164.	0.671105	0.0104894	647509.	0.633584	0.218676	0.835142	13.1371	18.5936
165.	0.669868	0.0102457	650521.	0.634394	0.221232	0.835735	12.8065	18.2123
166.	0.668658	0.0100085	653463.	0.635206	0.223791	0.836364	12.4854	17.8409
167.	0.667476	0.00977774	656337.	0.63602	0.226351	0.837026	12.1735	17.4793
168.	0.66632	0.0095532	659145.	0.636835	0.228912	0.837718	11.8705	17.1273
169.	0.665189	0.00933475	661888.	0.63765	0.23147	0.838439	11.5762	16.7846
170.	0.664083	0.00912225	664569.	0.638465	0.234026	0.839187	11.2904	16.451
171.	0.663002	0.00891557	667189.	0.63928	0.236577	0.839961	11.0128	16.1262
172.	0.661944	0.00871454	669750.	0.640094	0.239123	0.840758	10.7433	15.8101
173.	0.660908	0.00851903	672253.	0.640908	0.241662	0.841577	10.4816	15.5024
174.	0.659895	0.00832889	674700.	0.641719	0.244194	0.842416	10.2274	15.2029
175.	0.658903	0.00814398	677093.	0.642529	0.246716	0.843275	9.98066	14.9113
176.	0.657933	0.00796417	679432.	0.643337	0.249229	0.844151	9.74106	14.6276
177.	0.656982	0.00778931	681720.	0.644142	0.251731	0.845043	9.50841	14.3513
178.	0.656052	0.00761926	683959.	0.644945	0.254221	0.845951	9.28251	14.0825
179.	0.655141	0.00745391	686148.	0.645744	0.256699	0.846872	9.06316	13.8207
180.	0.654248	0.00729311	688290.	0.646541	0.259165	0.847805	8.85017	13.5659
181.	0.653374	0.00713673	690386.	0.647334	0.261616	0.848751	8.64334	13.3179
182.	0.652517	0.00698466	692437.	0.648123	0.264054	0.849707	8.44249	13.0764
183.	0.651678	0.00683676	694445.	0.648909	0.266476	0.850672	8.24744	12.8412
184.	0.650855	0.00669293	696410.	0.64969	0.268883	0.851646	8.05802	12.6123
185.	0.650049	0.00655303	698334.	0.650468	0.271274	0.852627	7.87404	12.3893
186.	0.649259	0.00641696	700218.	0.65124	0.273649	0.853615	7.69535	12.1722
187.	0.648484	0.00628461	702063.	0.652009	0.276008	0.85461	7.52178	11.9608
188.	0.647724	0.00615586	703870.	0.652772	0.278349	0.855609	7.35317	11.7548
189.	0.646979	0.00603062	705640.	0.653531	0.280673	0.856613	7.18937	11.5542
190.	0.646248	0.00590877	707374.	0.654285	0.282979	0.857621	7.03022	11.3587
191.	0.645531	0.00579022	709073.	0.655034	0.285267	0.858632	6.8756	11.1683
192.	0.644828	0.00567487	710738.	0.655778	0.287537	0.859645	6.72534	10.9828
193.	0.644137	0.00556262	712371.	0.656517	0.289788	0.86066	6.57932	10.802
194.	0.64346	0.00545338	713971.	0.65725	0.292021	0.861677	6.43741	10.6258
195.	0.642794	0.00534707	715539.	0.657978	0.294236	0.862694	6.29947	10.4541
196.	0.642141	0.00524359	717078.	0.658701	0.296431	0.863712	6.16539	10.2867
197.	0.6415	0.00514286	718586.	0.659418	0.298607	0.86473	6.03503	10.1235
198.	0.640871	0.00504479	720066.	0.66013	0.300764	0.865746	5.90829	9.96438
199.	0.640252	0.00494932	721518.	0.660836	0.302902	0.866762	5.78505	9.80922
200.	0.639645	0.00485636	722942.	0.661536	0.305021	0.867777	5.66521	9.65791
201.	0.639048	0.00476583	724340.	0.662231	0.307121	0.868789	5.54865	9.51033
202.	0.638462	0.00467767	725711.	0.66292	0.309201	0.8698	5.43527	9.36636
203.	0.637886	0.0045918	727058.	0.663604	0.311262	0.870807	5.32498	9.22591
204.	0.637319	0.00450815	728380.	0.664281	0.313303	0.871812	5.21768	9.08887
205.	0.636763	0.00442667	729677.	0.664953	0.315326	0.872814	5.11327	8.95514
206.	0.636215	0.00434727	730952.	0.66562	0.317329	0.873812	5.01166	8.82463
207.	0.635677	0.00426991	732204.	0.66628	0.319312	0.874807	4.91278	8.69723
208.	0.635148	0.00419452	733433.	0.666935	0.321277	0.875798	4.81653	8.57287
209.	0.634628	0.00412104	734641.	0.667584	0.323223	0.876784	4.72283	8.45145
210.	0.634116	0.00404942	735828.	0.668228	0.325149	0.877766	4.6316	8.33288
211.	0.633612	0.0039796	736994.	0.668865	0.327057	0.878744	4.54278	8.21709
212.	0.633116	0.00391153	738140.	0.669497	0.328945	0.879717	4.45627	8.10399
213.	0.632629	0.00384516	739267.	0.670123	0.330815	0.880684	4.37202	7.99351
214.	0.632149	0.00378043	740374.	0.670744	0.332667	0.881647	4.28996	7.88557
215.	0.631676	0.00371731	741463.	0.671359	0.3345	0.882604	4.21001	7.7801
216.	0.631211	0.00365573	742534.	0.671968	0.336314	0.883556	4.13212	7.67703
217.	0.630753	0.00359567	743588.	0.672572	0.33811	0.884502	4.05621	7.57628
218.	0.630303	0.00353706	744624.	0.67317	0.339888	0.885443	3.98224	7.47781
219.	0.629859	0.00347988	745643.	0.673763	0.341648	0.886378	3.91014	7.38153
220.	0.629421	0.00342408	746646.	0.67435	0.34339	0.887306	3.83986	7.28739
221.	0.62899	0.00336962	747633.	0.674931	0.345114	0.888229	3.77134	7.19533
222.	0.628566	0.00331646	748604.	0.675508	0.34682	0.889146	3.70453	7.10529
223.	0.628148	0.00326457	749560.	0.676078	0.348509	0.890057	3.63938	7.01721
224.	0.627736	0.0032139	750501.	0.676644	0.350181	0.890961	3.57583	6.93105
225.	0.62733	0.00316443	751427.	0.677204	0.351836	0.891859	3.51385	6.84674
226.	0.626929	0.00311612	752339.	0.677758	0.353473	0.89275	3.45339	6.76424
227.	0.626535	0.00306893	753238.	0.678308	0.355094	0.893636	3.39439	6.68349
228.	0.626146	0.00302284	754123.	0.678852	0.356698	0.894514	3.33683	6.60445
229.	0.625762	0.00297782	754994.	0.679391	0.358285	0.895387	3.28065	6.52707
230.	0.625384	0.00293383	755853.	0.679925	0.359856	0.896252	3.22581	6.45131
231.	0.625011	0.00289084	756699.	0.680454	0.361411	0.897111	3.17229	6.37712
232.	0.624643	0.00284884	757533.	0.680977	0.362949	0.897964	3.12003	6.30447
233.	0.62428	0.00280778	758354.	0.681496	0.364472	0.89881	3.06901	6.2333
234.	0.623922	0.00276765	759164.	0.68201	0.365979	0.899649	3.01918	6.16358
235.	0.623569	0.00272842	759962.	0.682518	0.367471	0.900481	2.97052	6.09528
236.	0.62322	0.00269006	760750.	0.683022	0.368947	0.901307	2.92299	6.02834
237.	0.622876	0.00265256	761526.	0.683521	0.370407	0.902126	2.87655	5.96275
238.	0.622536	0.00261588	762291.	0.684016	0.371853	0.902939	2.83119	5.89846
239.	0.622201	0.00258001	763046.	0.684505	0.373284	0.903745	2.78686	5.83543
240.	0.62187	0.00254492	763790.	0.68499	0.3747	0.904544	2.74354	5.77365
241.	0.621543	0.00251059	764524.	0.68547	0.376101	0.905336	2.7012	5.71306
242.	0.62122	0.00247701	765249.	0.685946	0.377488	0.906122	2.65982	5.65365
243.	0.620902	0.00244415	765964.	0.686417	0.378861	0.906902	2.61936	5.59539
244.	0.620587	0.00241199	766669.	0.686883	0.380219	0.907674	2.5798	5.53823
245.	0.620276	0.00238051	767365.	0.687345	0.381564	0.90844	2.54112	5.48216
246.	0.619969	0.00234971	768052.	0.687802	0.382895	0.9092	2.50329	5.42715
247.	0.619666	0.00231955	768730.	0.688256	0.384212	0.909953	2.46629	5.37317
248.	0.619366	0.00229003	769400.	0.688704	0.385516	0.910699	2.4301	5.32019
249.	0.61907	0.00226112	770061.	0.689149	0.386806	0.911439	2.39469	5.2682
250.	0.618777	0.00223281	770714.	0.689589	0.388083	0.912172	2.36005	5.21716
251.	0.618488	0.00220508	771358.	0.690025	0.389347	0.912899	2.32615	5.16705
252.	0.618202	0.00217793	771995.	0.690457	0.390599	0.91362	2.29298	5.11785
253.	0.61792	0.00215132	772624.	0.690885	0.391837	0.914334	2.26051	5.06954
254.	0.61764	0.00212526	773245.	0.691308	0.393063	0.915041	2.22873	5.0221
255.	0.617364	0.00209973	773859.	0.691728	0.394277	0.915743	2.19761	4.97549
256.	0.617091	0.00207471	774465.	0.692144	0.395478	0.916438	2.16715	4.92971
257.	0.616821	0.00205019	775064.	0.692555	0.396667	0.917127	2.13732	4.88474
258.	0.616553	0.00202616	775656.	0.692963	0.397845	0.917809	2.1081	4.84055
259.	0.616289	0.00200261	776242.	0.693367	0.39901	0.918486	2.07949	4.79713
260.	0.616028	0.00197952	776820.	0.693767	0.400164	0.919156	2.05146	4.75445
261.	0.615769	0.00195688	777392.	0.694163	0.401306	0.919821	2.02401	4.7125
262.	0.615514	0.00193469	777957.	0.694556	0.402437	0.920479	1.9971	4.67127
263.	0.615261	0.00191292	778516.	0.694945	0.403556	0.921131	1.97075	4.63073
264.	0.61501	0.00189158	779069.	0.69533	0.404665	0.921777	1.94492	4.59088
265.	0.614762	0.00187064	779615.	0.695712	0.405762	0.922417	1.9196	4.55169
266.	0.614517	0.00185011	780156.	0.69609	0.406849	0.923052	1.89479	4.51314
267.	0.614274	0.00182996	780690.	0.696464	0.407924	0.92368	1.87046	4.47523
268.	0.614034	0.0018102	781219.	0.696835	0.408989	0.924303	1.84662	4.43794
269.	0.613796	0.00179081	781742.	0.697203	0.410044	0.92492	1.82324	4.40126
270.	0.613561	0.00177178	782259.	0.697567	0.411089	0.925531	1.80031	4.36517
271.	0.613328	0.00175311	782771.	0.697928	0.412123	0.926137	1.77783	4.32965
272.	0.613097	0.00173478	783278.	0.698285	0.413147	0.926737	1.75577	4.2947
273.	0.612868	0.00171679	783779.	0.698639	0.414161	0.927331	1.73414	4.26031
274.	0.612642	0.00169913	784276.	0.69899	0.415165	0.92792	1.71292	4.22646
275.	0.612418	0.0016818	784767.	0.699338	0.416159	0.928504	1.69211	4.19313
276.	0.612196	0.00166478	785253.	0.699682	0.417144	0.929082	1.67168	4.16032
277.	0.611976	0.00164806	785734.	0.700024	0.41812	0.929654	1.65163	4.12802
278.	0.611758	0.00163165	786210.	0.700362	0.419086	0.930222	1.63196	4.09621
279.	0.611542	0.00161553	786682.	0.700697	0.420042	0.930784	1.61266	4.06489
280.	0.611329	0.0015997	787149.	0.701029	0.42099	0.93134	1.59371	4.03404
281.	0.611117	0.00158415	787612.	0.701358	0.421929	0.931892	1.5751	4.00365
282.	0.610907	0.00156887	788070.	0.701684	0.422858	0.932438	1.55684	3.97371
283.	0.610699	0.00155386	788523.	0.702007	0.423779	0.932979	1.53891	3.94423
284.	0.610493	0.00153911	788972.	0.702328	0.424691	0.933515	1.5213	3.91517
285.	0.610288	0.00152462	789417.	0.702645	0.425595	0.934046	1.504	3.88654
286.	0.610086	0.00151038	789858.	0.702959	0.42649	0.934572	1.48702	3.85833
287.	0.609885	0.00149639	790295.	0.703271	0.427376	0.935094	1.47034	3.83052
288.	0.609686	0.00148263	790728.	0.70358	0.428255	0.93561	1.45395	3.80312
289.	0.609489	0.00146911	791156.	0.703886	0.429125	0.936121	1.43785	3.7761
290.	0.609293	0.00145582	791581.	0.70419	0.429987	0.936628	1.42203	3.74947
291.	0.609099	0.00144275	792002.	0.70449	0.430841	0.93713	1.40649	3.72321
292.	0.608907	0.0014299	792420.	0.704789	0.431687	0.937627	1.39122	3.69732
293.	0.608716	0.00141726	792833.	0.705084	0.432526	0.938119	1.37621	3.67179
294.	0.608527	0.00140484	793243.	0.705377	0.433356	0.938607	1.36145	3.64662
295.	0.608339	0.00139262	793649.	0.705667	0.434179	0.93909	1.34695	3.62179
296.	0.608153	0.0013806	794052.	0.705955	0.434995	0.939569	1.3327	3.59729
297.	0.607969	0.00136878	794452.	0.70624	0.435803	0.940043	1.31868	3.57314
298.	0.607785	0.00135715	794848.	0.706523	0.436604	0.940513	1.3049	3.5493
299.	0.607604	0.00134571	795240.	0.706804	0.437397	0.940978	1.29135	3.52579
300.	0.607424	0.00133446	795630.	0.707082	0.438184	0.941439	1.27803	3.50258
301.	0.607245	0.00132338	796016.	0.707357	0.438963	0.941896	1.26493	3.47969
302.	0.607067	0.00131249	796399.	0.70763	0.439735	0.942348	1.25204	3.45709
303.	0.606891	0.00130176	796778.	0.707901	0.4405	0.942796	1.23936	3.43479
304.	0.606717	0.00129121	797155.	0.70817	0.441259	0.94324	1.22689	3.41278
305.	0.606543	0.00128082	797528.	0.708436	0.442011	0.94368	1.21462	3.39106
306.	0.606371	0.0012706	797899.	0.7087	0.442756	0.944116	1.20255	3.36961
307.	0.606201	0.00126053	798267.	0.708962	0.443494	0.944547	1.19068	3.34843
308.	0.606031	0.00125063	798632.	0.709221	0.444226	0.944975	1.17899	3.32753
309.	0.605863	0.00124087	798993.	0.709479	0.444952	0.945398	1.16749	3.30688
310.	0.605696	0.00123127	799353.	0.709734	0.445671	0.945818	1.15617	3.2865
311.	0.60553	0.00122181	799709.	0.709987	0.446384	0.946233	1.14503	3.26636
312.	0.605366	0.0012125	800062.	0.710238	0.447091	0.946645	1.13406	3.24648
313.	0.605202	0.00120333	800413.	0.710487	0.447792	0.947053	1.12326	3.22684
314.	0.60504	0.00119429	800762.	0.710733	0.448486	0.947457	1.11264	3.20744
315.	0.604879	0.00118539	801107.	0.710978	0.449175	0.947857	1.10217	3.18827
316.	0.604719	0.00117663	801450.	0.711221	0.449858	0.948253	1.09187	3.16934
317.	0.60456	0.001168	801791.	0.711462	0.450534	0.948646	1.08172	3.15063
318.	0.604403	0.00115949	802129.	0.7117	0.451205	0.949035	1.07173	3.13214
319.	0.604246	0.00115111	802465.	0.711937	0.451871	0.949421	1.06188	3.11387
320.	0.60409	0.00114286	802798.	0.712172	0.452531	0.949803	1.05219	3.09582
