t	Ns	Ni
-221.27718910561737	0.316579	0.00000000180118
-222.27718910561737	0.316579	0.00000000180597
-223.27718910561737	0.316579	0.00000000181078
-224.27718910561737	0.316579	0.0000000018156
-225.27718910561737	0.316579	0.00000000182043
-226.27718910561737	0.316579	0.00000000182527
-227.27718910561737	0.316579	0.00000000183013
-228.27718910561737	0.316579	0.000000001835
-229.27718910561737	0.316579	0.00000000183989
-230.27718910561737	0.316579	0.00000000184478
-231.27718910561737	0.316579	0.00000000184969
-232.27718910561737	0.316579	0.00000000185462
-233.27718910561737	0.316579	0.00000000185955
-234.27718910561737	0.316579	0.0000000018645
-235.27718910561737	0.316579	0.00000000186946
-236.27718910561737	0.316579	0.00000000187444
-237.27718910561737	0.316579	0.00000000187943
-238.27718910561737	0.316579	0.00000000188443
-239.27718910561737	0.316579	0.00000000188945
-240.27718910561737	0.316579	0.00000000189448
-241.27718910561737	0.316579	0.00000000189952
-242.27718910561737	0.316579	0.00000000190458
-243.27718910561737	0.316579	0.00000000190966
-244.27718910561737	0.316579	0.00000000191474
-245.27718910561737	0.316579	0.00000000191985
-246.27718910561737	0.316579	0.00000000192496
-247.27718910561737	0.316579	0.00000000193009
-248.27718910561737	0.316579	0.00000000193523
-249.27718910561737	0.316579	0.00000000194039
-250.27718910561737	0.316579	0.00000000194556
-251.27718910561737	0.316579	0.00000000195075
-252.27718910561737	0.316579	0.00000000195595
-253.27718910561737	0.316579	0.00000000196116
-254.27718910561737	0.316579	0.00000000196639
-255.27718910561737	0.316579	0.00000000197163
-256.27718910561737	0.316579	0.00000000197689
-257.27718910561737	0.316579	0.00000000198216
-258.27718910561737	0.316579	0.00000000198744
-259.27718910561737	0.316579	0.00000000199274
-260.27718910561737	0.316579	0.00000000199806
-261.27718910561737	0.316579	0.00000000200338
-262.27718910561737	0.316579	0.00000000200872
-263.27718910561737	0.316579	0.00000000201408
-264.27718910561737	0.316579	0.00000000201945
-265.27718910561737	0.316579	0.00000000202483
-266.27718910561737	0.316579	0.00000000203023
-267.27718910561737	0.316579	0.00000000203564
-268.27718910561737	0.316579	0.00000000204107
-269.27718910561737	0.316579	0.0000000020465
-270.27718910561737	0.316579	0.00000000205196
-271.27718910561737	0.316579	0.00000000205743
-272.27718910561737	0.316579	0.00000000206291
-273.27718910561737	0.316579	0.0000000020684
-274.27718910561737	0.316579	0.00000000207391
-275.27718910561737	0.316579	0.00000000207944
-276.27718910561737	0.316579	0.00000000208498
-277.27718910561737	0.316579	0.00000000209053
-278.27718910561737	0.316579	0.0000000020961
-279.27718910561737	0.316579	0.00000000210168
-280.27718910561737	0.316579	0.00000000210727
-281.27718910561737	0.316579	0.00000000211288
-282.27718910561737	0.316579	0.0000000021185
-283.27718910561737	0.316579	0.00000000212414
-284.27718910561737	0.316579	0.0000000021298
-285.27718910561737	0.316579	0.00000000213547
-286.27718910561737	0.316579	0.00000000214116
-287.27718910561737	0.316579	0.00000000214686
-288.27718910561737	0.316579	0.00000000215258
-289.27718910561737	0.316579	0.00000000215831
-290.27718910561737	0.316579	0.00000000216406
