t	Ns	Ni	Dead_pi_0.0062	A	LogRS	Rt	DiscHealthCost	DiscTotalCost
341.	0.369275	0.00512033	1272230.	0.745735	0.950098	0.95493	14.239	15.6862
342.	0.368578	0.00508752	1273713.	0.746498	0.952141	0.95508	14.1199	15.5519
343.	0.367886	0.00505503	1275186.	0.747257	0.954175	0.955227	14.002	15.419
344.	0.367199	0.00502285	1276650.	0.748013	0.956197	0.955372	13.8855	15.2876
345.	0.366515	0.00499098	1278105.	0.748766	0.95821	0.955515	13.7702	15.1576
346.	0.365836	0.00495942	1279550.	0.749516	0.960212	0.955656	13.6561	15.0291
347.	0.365161	0.00492815	1280987.	0.750263	0.962205	0.955795	13.5433	14.9019
348.	0.36449	0.00489717	1282414.	0.751007	0.964187	0.955932	13.4316	14.7761
349.	0.363824	0.00486649	1283832.	0.751748	0.96616	0.956068	13.3212	14.6517
350.	0.363161	0.00483609	1285241.	0.752486	0.968123	0.956201	13.2119	14.5286
351.	0.362502	0.00480597	1286642.	0.753222	0.970076	0.956334	13.1037	14.4068
352.	0.361848	0.00477612	1288034.	0.753954	0.97202	0.956464	12.9967	14.2863
353.	0.361197	0.00474656	1289417.	0.754684	0.973954	0.956593	12.8908	14.167
354.	0.36055	0.00471726	1290792.	0.755411	0.97588	0.956721	12.786	14.049
355.	0.359908	0.00468822	1292158.	0.756135	0.977796	0.956847	12.6822	13.9323
356.	0.359269	0.00465945	1293516.	0.756856	0.979703	0.956972	12.5796	13.8168
357.	0.358634	0.00463094	1294865.	0.757575	0.981601	0.957095	12.4779	13.7025
358.	0.358002	0.00460268	1296206.	0.758291	0.98349	0.957217	12.3774	13.5893
359.	0.357375	0.00457468	1297539.	0.759004	0.985371	0.957338	12.2778	13.4774
360.	0.356751	0.00454692	1298864.	0.759715	0.987243	0.957457	12.1793	13.3666
361.	0.356131	0.00451941	1300181.	0.760423	0.989106	0.957575	12.0817	13.2569
362.	0.355515	0.00449214	1301490.	0.761128	0.99096	0.957692	11.9851	13.1483
363.	0.354902	0.0044651	1302791.	0.761831	0.992806	0.957808	11.8895	13.0409
364.	0.354293	0.00443831	1304085.	0.762531	0.994644	0.957923	11.7949	12.9346
365.	0.353687	0.00441175	1305370.	0.763229	0.996473	0.958037	11.7012	12.8293
366.	0.353085	0.00438541	1306648.	0.763924	0.998294	0.958149	11.6084	12.7251
367.	0.352487	0.00435931	1307918.	0.764617	1.00011	0.958261	11.5166	12.6219
368.	0.351891	0.00433343	1309181.	0.765308	1.00191	0.958371	11.4257	12.5198
368.72001653185634	0.351465	0.00431493	1310085.	0.765803	1.00321	0.95845	11.3607	12.4469
369.72001653185634	0.350876	0.00428942	1311335.	0.766489	1.005	0.958559	11.2713	12.3466
370.72001653185634	0.35029	0.00426414	1312578.	0.767173	1.00678	0.958667	11.1828	12.2472
371.72001653185634	0.349708	0.00423907	1313813.	0.767854	1.00856	0.958774	11.0952	12.1488
372.72001653185634	0.349129	0.00421421	1315041.	0.768533	1.01032	0.95888	11.0083	12.0515
373.72001653185634	0.348554	0.00418955	1316262.	0.769209	1.01208	0.958985	10.9224	11.955
374.72001653185634	0.347981	0.00416511	1317475.	0.769884	1.01384	0.959089	10.8373	11.8595
375.72001653185634	0.347412	0.00414087	1318682.	0.770555	1.01558	0.959193	10.753	11.765
376.72001653185634	0.346846	0.00411683	1319881.	0.771225	1.01732	0.959295	10.6695	11.6714
377.72001653185634	0.346284	0.00409299	1321074.	0.771892	1.01905	0.959397	10.5868	11.5787
378.72001653185634	0.345725	0.00406935	1322259.	0.772557	1.02077	0.959498	10.5049	11.4869
379.72001653185634	0.345168	0.0040459	1323438.	0.773219	1.02248	0.959598	10.4238	11.396
380.72001653185634	0.344615	0.00402264	1324610.	0.77388	1.02419	0.959697	10.3434	11.306
381.72001653185634	0.344065	0.00399958	1325775.	0.774538	1.02589	0.959796	10.2638	11.2169
382.72001653185634	0.343518	0.0039767	1326934.	0.775193	1.02758	0.959894	10.185	11.1286
383.72001653185634	0.342975	0.00395401	1328086.	0.775847	1.02927	0.959991	10.1069	11.0411
384.72001653185634	0.342434	0.0039315	1329231.	0.776498	1.03095	0.960087	10.0296	10.9546
385.72001653185634	0.341896	0.00390917	1330370.	0.777147	1.03262	0.960183	9.953	10.8688
386.72001653185634	0.341361	0.00388702	1331503.	0.777794	1.03428	0.960278	9.87711	10.7839
387.72001653185634	0.34083	0.00386506	1332629.	0.778439	1.03594	0.960372	9.80194	10.6997
388.72001653185634	0.340301	0.00384326	1333748.	0.779081	1.03759	0.960465	9.72746	10.6164
389.72001653185634	0.339775	0.00382164	1334862.	0.779722	1.03923	0.960558	9.65368	10.5339
390.72001653185634	0.339252	0.0038002	1335969.	0.78036	1.04087	0.96065	9.58058	10.4521
391.72001653185634	0.338732	0.00377892	1337070.	0.780996	1.0425	0.960742	9.50817	10.3711
392.72001653185634	0.338215	0.00375781	1338165.	0.78163	1.04412	0.960833	9.43642	10.2909
393.72001653185634	0.3377	0.00373687	1339253.	0.782262	1.04574	0.960923	9.36534	10.2115
394.72001653185634	0.337189	0.00371609	1340336.	0.782892	1.04734	0.961013	9.29491	10.1327
395.72001653185634	0.33668	0.00369547	1341412.	0.783519	1.04895	0.961102	9.22513	10.0548
396.72001653185634	0.336174	0.00367502	1342483.	0.784145	1.05054	0.961191	9.15598	9.97752
397.72001653185634	0.335671	0.00365472	1343548.	0.784768	1.05213	0.961278	9.08748	9.901
398.72001653185634	0.33517	0.00363458	1344607.	0.78539	1.05372	0.961366	9.01959	9.82518
399.72001653185634	0.334672	0.0036146	1345660.	0.786009	1.05529	0.961452	8.95233	9.75007
400.72001653185634	0.334177	0.00359477	1346707.	0.786626	1.05686	0.961539	8.88567	9.67566
401.72001653185634	0.333685	0.0035751	1347748.	0.787241	1.05843	0.961624	8.81962	9.60193
402.72001653185634	0.333195	0.00355557	1348784.	0.787855	1.05998	0.961709	8.75417	9.52889
403.72001653185634	0.332708	0.0035362	1349814.	0.788466	1.06154	0.961794	8.68931	9.45651
404.72001653185634	0.332223	0.00351697	1350839.	0.789075	1.06308	0.961877	8.62504	9.3848
405.72001653185634	0.331741	0.00349789	1351858.	0.789682	1.06462	0.961961	8.56134	9.31375
406.72001653185634	0.331262	0.00347895	1352871.	0.790288	1.06615	0.962044	8.49821	9.24335
407.72001653185634	0.330785	0.00346016	1353879.	0.790891	1.06768	0.962126	8.43565	9.17359
408.72001653185634	0.330311	0.00344151	1354881.	0.791492	1.0692	0.962208	8.37364	9.10447
409.72001653185634	0.329839	0.003423	1355879.	0.792092	1.07071	0.962289	8.31219	9.03597
410.72001653185634	0.32937	0.00340463	1356870.	0.792689	1.07222	0.96237	8.25129	8.9681
411.72001653185634	0.328903	0.00338639	1357857.	0.793284	1.07372	0.96245	8.19093	8.90084
412.72001653185634	0.328438	0.0033683	1358838.	0.793878	1.07522	0.96253	8.1311	8.83419
413.72001653185634	0.327976	0.00335033	1359814.	0.79447	1.07671	0.962609	8.0718	8.76814
414.72001653185634	0.327517	0.0033325	1360785.	0.795059	1.07819	0.962688	8.01302	8.70269
415.72001653185634	0.32706	0.00331481	1361750.	0.795647	1.07967	0.962766	7.95476	8.63782
416.72001653185634	0.326605	0.00329724	1362711.	0.796233	1.08114	0.962844	7.89701	8.57353
417.72001653185634	0.326153	0.0032798	1363666.	0.796817	1.08261	0.962922	7.83977	8.50982
418.72001653185634	0.325703	0.00326249	1364616.	0.797399	1.08407	0.962999	7.78302	8.44668
419.72001653185634	0.325255	0.00324531	1365562.	0.797979	1.08552	0.963075	7.72678	8.3841
420.72001653185634	0.32481	0.00322826	1366502.	0.798558	1.08697	0.963151	7.67102	8.32207
421.72001653185634	0.324367	0.00321132	1367437.	0.799134	1.08841	0.963227	7.61575	8.2606
422.72001653185634	0.323926	0.00319452	1368368.	0.799709	1.08985	0.963302	7.56096	8.19967
423.72001653185634	0.323487	0.00317783	1369293.	0.800282	1.09128	0.963376	7.50664	8.13928
424.72001653185634	0.323051	0.00316126	1370214.	0.800853	1.09271	0.963451	7.45279	8.07943
425.72001653185634	0.322617	0.00314482	1371130.	0.801422	1.09413	0.963524	7.39941	8.0201
426.72001653185634	0.322186	0.00312849	1372041.	0.801989	1.09555	0.963598	7.34649	7.96129
427.72001653185634	0.321756	0.00311228	1372948.	0.802555	1.09696	0.963671	7.29402	7.903
428.72001653185634	0.321329	0.00309618	1373850.	0.803118	1.09836	0.963743	7.242	7.84521
429.72001653185634	0.320903	0.0030802	1374747.	0.80368	1.09976	0.963815	7.19042	7.78794
430.72001653185634	0.32048	0.00306434	1375639.	0.80424	1.10115	0.963887	7.13929	7.73116
431.72001653185634	0.320059	0.00304859	1376527.	0.804799	1.10254	0.963958	7.08859	7.67488
432.72001653185634	0.319641	0.00303294	1377411.	0.805355	1.10392	0.964029	7.03833	7.61908
433.72001653185634	0.319224	0.00301741	1378290.	0.80591	1.1053	0.9641	6.98849	7.56377
434.72001653185634	0.31881	0.00300199	1379164.	0.806463	1.10667	0.96417	6.93907	7.50894
435.72001653185634	0.318397	0.00298668	1380034.	0.807015	1.10804	0.964239	6.89007	7.45459
436.72001653185634	0.317987	0.00297148	1380899.	0.807564	1.1094	0.964309	6.84149	7.4007
437.72001653185634	0.317578	0.00295638	1381760.	0.808112	1.11076	0.964378	6.79332	7.34728
438.72001653185634	0.317172	0.00294139	1382617.	0.808658	1.11211	0.964446	6.74555	7.29431
439.72001653185634	0.316768	0.0029265	1383469.	0.809203	1.11346	0.964514	6.69818	7.2418
440.72001653185634	0.316366	0.00291172	1384318.	0.809745	1.1148	0.964582	6.65121	7.18974
441.72001653185634	0.315965	0.00289704	1385161.	0.810286	1.11613	0.964649	6.60463	7.13813
442.72001653185634	0.315567	0.00288246	1386001.	0.810826	1.11746	0.964716	6.55844	7.08695
443.72001653185634	0.315171	0.00286798	1386836.	0.811363	1.11879	0.964783	6.51264	7.03622
444.72001653185634	0.314777	0.0028536	1387667.	0.811899	1.12011	0.964849	6.46722	6.98591
445.72001653185634	0.314384	0.00283932	1388494.	0.812433	1.12142	0.964915	6.42217	6.93603
446.72001653185634	0.313994	0.00282514	1389317.	0.812966	1.12273	0.964981	6.3775	6.88657
447.72001653185634	0.313605	0.00281105	1390136.	0.813497	1.12404	0.965046	6.3332	6.83754
448.72001653185634	0.313219	0.00279706	1390950.	0.814026	1.12534	0.965111	6.28927	6.78891
449.72001653185634	0.312834	0.00278317	1391761.	0.814553	1.12664	0.965175	6.24569	6.7407
450.72001653185634	0.312451	0.00276937	1392567.	0.815079	1.12793	0.965239	6.20248	6.69289
451.72001653185634	0.31207	0.00275566	1393370.	0.815604	1.12921	0.965303	6.15962	6.64548
452.72001653185634	0.311691	0.00274205	1394168.	0.816126	1.13049	0.965367	6.11712	6.59847
453.72001653185634	0.311314	0.00272853	1394963.	0.816647	1.13177	0.96543	6.07496	6.55186
454.72001653185634	0.310939	0.0027151	1395754.	0.817167	1.13304	0.965493	6.03314	6.50563
455.72001653185634	0.310565	0.00270176	1396541.	0.817684	1.13431	0.965555	5.99167	6.45979
456.72001653185634	0.310193	0.00268851	1397324.	0.818201	1.13557	0.965617	5.95054	6.41434
457.72001653185634	0.309823	0.00267535	1398103.	0.818715	1.13683	0.965679	5.90974	6.36926
458.72001653185634	0.309455	0.00266228	1398878.	0.819228	1.13808	0.96574	5.86927	6.32455
459.72001653185634	0.309089	0.00264929	1399650.	0.81974	1.13933	0.965801	5.82913	6.28022
460.72001653185634	0.308724	0.00263639	1400417.	0.820249	1.14057	0.965862	5.78931	6.23625
461.72001653185634	0.308361	0.00262357	1401181.	0.820758	1.14181	0.965923	5.74982	6.19264
462.72001653185634	0.308	0.00261084	1401942.	0.821264	1.14305	0.965983	5.71065	6.1494
463.72001653185634	0.307641	0.0025982	1402698.	0.821769	1.14428	0.966043	5.67179	6.10651
464.72001653185634	0.307283	0.00258564	1403451.	0.822273	1.1455	0.966102	5.63324	6.06397
465.72001653185634	0.306927	0.00257316	1404201.	0.822775	1.14672	0.966161	5.595	6.02179
466.72001653185634	0.306573	0.00256076	1404947.	0.823275	1.14794	0.96622	5.55707	5.97994
467.72001653185634	0.30622	0.00254844	1405689.	0.823774	1.14915	0.966279	5.51945	5.93845
468.72001653185634	0.305869	0.00253621	1406427.	0.824271	1.15036	0.966337	5.48212	5.89729
469.72001653185634	0.30552	0.00252405	1407162.	0.824767	1.15156	0.966395	5.44509	5.85646
470.72001653185634	0.305172	0.00251197	1407894.	0.825261	1.15276	0.966453	5.40836	5.81597
471.72001653185634	0.304826	0.00249997	1408622.	0.825754	1.15395	0.96651	5.37191	5.77581
