t	Ns	Ni
-2894.557464514107	0.316695	0.00000219727
-2895.557464514107	0.316695	0.00000220313
-2896.557464514107	0.316695	0.00000220899
-2897.557464514107	0.316696	0.00000221488
-2898.557464514107	0.316696	0.00000222078
-2899.557464514107	0.316696	0.00000222669
-2900.557464514107	0.316697	0.00000223262
-2901.557464514107	0.316697	0.00000223857
-2902.557464514107	0.316697	0.00000224453
-2903.557464514107	0.316698	0.00000225051
-2904.557464514107	0.316698	0.0000022565
-2905.557464514107	0.316698	0.00000226251
-2906.557464514107	0.316698	0.00000226853
-2907.557464514107	0.316699	0.00000227458
-2908.557464514107	0.316699	0.00000228063
-2909.557464514107	0.316699	0.00000228671
-2910.557464514107	0.3167	0.0000022928
-2911.557464514107	0.3167	0.0000022989
-2912.557464514107	0.3167	0.00000230503
-2913.557464514107	0.316701	0.00000231116
-2914.557464514107	0.316701	0.00000231732
-2915.557464514107	0.316701	0.00000232349
-2916.557464514107	0.316702	0.00000232968
-2917.557464514107	0.316702	0.00000233588
-2918.557464514107	0.316702	0.00000234211
-2919.557464514107	0.316703	0.00000234834
-2920.557464514107	0.316703	0.0000023546
-2921.557464514107	0.316703	0.00000236087
-2922.557464514107	0.316704	0.00000236716
-2923.557464514107	0.316704	0.00000237346
-2924.557464514107	0.316704	0.00000237978
-2925.557464514107	0.316705	0.00000238612
-2926.557464514107	0.316705	0.00000239247
-2927.557464514107	0.316705	0.00000239885
-2928.557464514107	0.316706	0.00000240524
-2929.557464514107	0.316706	0.00000241164
-2930.557464514107	0.316706	0.00000241806
-2931.557464514107	0.316707	0.0000024245
-2932.557464514107	0.316707	0.00000243096
-2933.557464514107	0.316707	0.00000243744
-2934.557464514107	0.316708	0.00000244393
-2935.557464514107	0.316708	0.00000245044
-2936.557464514107	0.316708	0.00000245696
-2937.557464514107	0.316709	0.00000246351
-2938.557464514107	0.316709	0.00000247007
-2939.557464514107	0.316709	0.00000247665
-2940.557464514107	0.31671	0.00000248324
-2941.557464514107	0.31671	0.00000248986
-2942.557464514107	0.316711	0.00000249649
-2943.557464514107	0.316711	0.00000250314
-2944.557464514107	0.316711	0.00000250981
-2945.557464514107	0.316712	0.00000251649
-2946.557464514107	0.316712	0.00000252319
-2947.557464514107	0.316712	0.00000252991
-2948.557464514107	0.316713	0.00000253665
-2949.557464514107	0.316713	0.00000254341
-2950.557464514107	0.316713	0.00000255018
-2951.557464514107	0.316714	0.00000255697
-2952.557464514107	0.316714	0.00000256378
-2953.557464514107	0.316714	0.00000257061
-2954.557464514107	0.316715	0.00000257746
-2955.557464514107	0.316715	0.00000258432
-2956.557464514107	0.316715	0.00000259121
-2957.557464514107	0.316716	0.00000259811
-2958.557464514107	0.316716	0.00000260503
-2959.557464514107	0.316717	0.00000261197
-2960.557464514107	0.316717	0.00000261892
-2961.557464514107	0.316717	0.0000026259
-2962.557464514107	0.316718	0.00000263289
-2963.557464514107	0.316718	0.00000263991
-2964.557464514107	0.316718	0.00000264694
-2965.557464514107	0.316719	0.00000265399
-2966.557464514107	0.316719	0.00000266106
-2967.557464514107	0.31672	0.00000266814
-2968.557464514107	0.31672	0.00000267525
-2969.557464514107	0.31672	0.00000268238
-2970.557464514107	0.316721	0.00000268952
-2971.557464514107	0.316721	0.00000269669
-2972.557464514107	0.316721	0.00000270387
-2973.557464514107	0.316722	0.00000271107
-2974.557464514107	0.316722	0.00000271829
-2975.557464514107	0.316723	0.00000272553
-2976.557464514107	0.316723	0.00000273279
-2977.557464514107	0.316723	0.00000274007
-2978.557464514107	0.316724	0.00000274737
-2979.557464514107	0.316724	0.00000275469
-2980.557464514107	0.316724	0.00000276202
-2981.557464514107	0.316725	0.00000276938
-2982.557464514107	0.316725	0.00000277676
-2983.557464514107	0.316726	0.00000278415
-2984.557464514107	0.316726	0.00000279157
-2985.557464514107	0.316726	0.00000279901
